,Account_Enquiry,Cancellation,Checkout Issue,Color,Giftcard_Issues,Layaway Query,Manufacturer Information,Material,Order_Assistance,Order_Issue,Payment Issues,Plan Device Upgrae,Price Match,Price _Enquiry,Product Comparison,Product Details,Product Inventory,Promotions/Deals/Discounts,Return Policy,Rewards,Shipping Inquiry,Size-Shape,Store_Pickup_Queries,System Issue,Warranty Enquiry
Order_Issue,-1.18683112,-1.05282488441,-0.981001877563,-1.10084060594,-0.917225809205,-1.85379179333,-1.09226566042,-1.12321553294,-1.04934489568,0.184224380505,-1.18114581736,-1.09766036642,-1.49228720665,-1.30422697766,-1.00121675959,-1.97994228854,-1.44233802793,-1.55659859012,-1.57692398964,-1.45767576284,0.0023622675365,-1.55685966101,-1.32437366232,-1.07287951665,-1.08129986307
Promotions/Deals/Discounts,-1.22507179231,-1.44079221432,-1.13586878704,-1.11962812661,-1.28945219644,-1.38897048723,-1.20672363024,-1.13995460725,-1.0227942471,-1.50443897344,-1.64063937881,-1.03428390373,-0.798547224575,-1.82742270414,-1.07610725879,-0.915732151748,-1.74353698526,1.11757489699,-1.71214047865,-1.02595627156,-1.9368812349,-1.56326777006,-2.3170470086,-1.03283236814,-1.04339110802
Shipping Inquiry,-1.12773596459,-1.29986523879,-1.13064348333,-1.32909345911,-1.3487776341,-1.54813248518,-0.928861338498,-1.02678491932,-1.00121788153,-1.23489890016,-1.7149011469,-1.0855253588,-1.36364193691,-0.811472836516,-1.12171670566,-0.580108863336,-0.448117274867,-0.715205345674,-1.94000879685,-1.46838762884,-0.0821773613309,-0.959846096329,-2.41636551157,-1.17173093268,-1.16818988939
Store_Pickup_Queries,-1.42661006412,-1.33185298421,-1.13714901871,-1.40251959402,-1.38324899809,-1.23208256823,-1.16477935296,-1.22225084147,-1.11443364205,-2.48994802904,-1.60563570745,-1.3078935641,-0.886742752413,-1.44464319062,-1.29565038529,-1.1099464572,-1.62084299595,-1.23287422116,-1.33279881557,-1.33285641483,-0.423610737099,-1.41173413142,-0.0275248900007,-1.19414174298,-1.14022162399
Rewards,-1.27236393865,-1.38737026426,-1.07708110016,-1.21353842524,-1.33372480493,-1.24133315196,-1.1909450401,-1.15393038516,-1.25978166347,-1.47195233251,-1.28161475759,-1.03290454306,-1.27150154755,-1.76901551732,-1.19982488278,-1.92594879568,-1.11659257673,-1.42254283121,-1.53090990871,1.30523452355,-1.40217139208,-1.49499167363,-1.56617099493,-1.08099278825,-1.12449865369
Promotions/Deals/Discounts,-1.39516155986,-1.11508731679,-1.11273266984,-1.29614813583,-1.12616278569,-1.62603582643,-1.51342085383,-1.34303597712,-2.02375876038,-0.584223939339,-1.89302871854,-1.22372579041,-1.22186196526,-0.804792797295,-1.39352410661,-0.957306746204,-2.0256776398,0.29446400242,-1.63697557203,-1.34644081953,-2.52149464875,-1.4254447226,-1.68366876341,-1.23788619862,-0.955513655159
Cancellation,-1.0273735071,1.79879801944,-1.05105570034,-1.10547222842,-1.55488461356,-1.88625354254,-1.07061510419,-1.06669659239,-0.978996324117,-1.11213853159,-1.31058968746,-1.04888323346,-1.25945784331,-1.34944800135,-1.12069674475,-1.22225377012,-1.09503130251,-1.18376303333,-1.17663183247,-1.29798107138,-1.46805892233,-1.15614307934,-1.10511347465,-1.05217301196,-1.12027929931
Store_Pickup_Queries,-1.16241277236,-1.13435370028,-1.07971962707,-1.10249884336,-1.04084120694,-1.11084142195,-1.17780869093,-1.23708855449,-1.7792145001,-2.37887032201,-0.904904522859,-1.09020927898,-1.34914812207,-1.7609405287,-1.24726766517,-1.52391313107,-0.642903182258,-1.2695570426,-1.37813790468,-1.51252850182,-1.43957347248,-1.38153753567,0.0731101685886,-1.06165800933,-1.10085992356
Payment Issues,-1.78578134766,-1.35167168374,-1.27449979855,-1.41006822488,-0.829429172445,-1.45124303948,-1.47450795133,-1.35787005811,-0.646028001185,-0.863641767844,-0.387096461017,-1.32509119421,-1.95950281171,-1.37908876593,-1.39039532637,-1.57643836742,-1.84957912164,-1.38161970331,-1.62822580188,-1.68228958181,-1.21156862987,-1.67508421747,-0.974509833458,-1.1389937519,-1.1917550036
Product Inventory,-1.27064530458,-1.17116721741,-1.08741335519,-1.20185788262,-1.15213947938,-1.57343869436,-1.18939310213,-1.20470649283,-1.20361688569,-0.965785547747,-1.44541203386,-1.18534087073,-1.09364198967,-1.27541698076,-1.18772704354,-1.56907720902,-0.422925465989,-1.62765090535,-1.17264945791,-1.43993936527,-1.08300910672,-1.57296577084,-1.08104770534,-1.10721372547,-1.04308421113
Product Inventory,-1.28517995708,-1.20206486268,-1.25547664754,-1.29089039925,-1.85865360764,-1.65423806735,-1.26752561294,-1.29288875409,-1.23245327842,-3.04213928357,-1.75415062735,-1.17999661643,-1.23770213544,-1.39177233879,-1.24084486391,-1.41198188863,-0.00536132724901,-0.777035729596,-1.65517105074,-1.22271245503,-1.62078929228,-1.60821184356,-0.306311900403,-1.15271066715,-1.32814911699
Promotions/Deals/Discounts,-1.31589664035,-1.26415606029,-1.09355718365,-1.1779251695,-1.42914655415,-1.82638817045,-1.22089586159,-0.833912736414,-1.32053618178,-1.76772475285,-0.599347310598,-1.18125537492,-0.71154827048,-1.8872291703,-1.37699448199,-1.25457534206,-1.42101731777,0.174948414909,-1.37743798385,-0.842594301778,-0.273081801804,-1.20305970784,-2.09044348395,-1.0886424323,-1.11038496386
Payment Issues,-1.14935647556,-1.05391912302,-1.1763903012,-1.33186919519,-1.68062160353,-1.44452528078,-1.14494409051,-1.08917158843,-0.365892494542,-1.53673472901,0.137748361391,-1.20317344639,-1.42308251678,-1.86364492063,-1.105133584,-1.02370777126,-1.42856269798,-0.92904612835,-0.991986900519,-0.955995033317,-1.90710965168,-1.77713836826,-2.05829363928,-1.1155645927,-1.04696160368
Payment Issues,-1.75709449991,-1.42105302809,-1.19371105847,-1.33409696868,-1.44314855658,-2.07298403427,-1.35085658701,-1.33634746544,-0.748012570968,-1.98421327634,0.825739984882,-1.1745937885,-2.15127017978,-1.58888881808,-1.39703853525,-1.1934842548,-0.991050687307,-0.425653873821,-1.3519656648,-1.21503990221,-1.93680875928,-1.46429357355,-1.87299015916,-1.19073661679,-1.20829135335
Store_Pickup_Queries,-1.22052055248,-1.07592231055,-1.12361054739,-1.12144030194,-1.41717310176,-1.23358216001,-1.27661252834,-1.191260666,-1.55036323279,-2.13728116869,-1.08288205981,-1.15323599645,-1.56421644024,-1.72516377253,-0.933926207756,-2.06613240486,-0.664865199809,-1.26235208822,-1.44877450716,-0.955278890174,-1.34152156848,-1.74147269712,0.818960068314,-1.1308281028,-1.04116972996
Shipping Inquiry,-1.38763527633,-1.26673240326,-1.28639200722,-1.36605451888,-1.4443140728,-1.48322566797,-1.49545857,-1.39913969605,-1.50690022283,-0.425981409054,-0.613399897776,-1.29288805766,-1.21662846168,-0.955031694649,-1.46443171609,-1.43805572871,-1.49896839646,-1.30547023462,-1.80897797161,-2.05206812153,-0.261886941502,-1.63125349582,-1.78851307948,-1.21779887529,-1.19463095964
Promotions/Deals/Discounts,-1.38999813644,-1.45478858307,-1.28546217128,-1.42999948825,-0.664958413006,-1.47589402328,-1.38067314096,-1.40460820453,-1.48083340949,-0.491920626169,-2.44796260341,-1.30395786271,-1.49303520783,-1.3531644211,-1.48906703613,-1.278829452,-2.21603290549,-0.488474398645,-2.03129214488,-0.904531639229,-1.46326297713,-1.91687418142,-1.45910320118,-1.2125755721,-1.20726999047
Payment Issues,-1.46000385742,-1.07759522808,-1.28809750866,-1.3276856472,-1.79655593671,-1.68076990615,-1.27492502407,-1.18758857914,-1.1368303413,-0.593754251722,0.439786436279,-1.2478947518,-1.13868569705,-1.13730628636,-1.28912316039,-1.48205682202,-1.65152366045,-1.70040127567,-1.45699503348,-0.500928409592,-1.53792980869,-1.79299851367,-1.88557875491,-1.13526725522,-1.07317951209
Promotions/Deals/Discounts,-1.39025667841,-1.0872084057,-1.13979124062,-1.24435798833,-1.34162573545,-1.69563656509,-1.29970607601,-1.51329269937,-1.66224582233,-1.46032475298,-1.82267075713,-1.10003891536,-1.29384952633,-1.97694662132,-1.16967871548,-1.67241214901,-1.41861492293,1.25654291166,-1.49985764755,-1.36194478101,-1.75778590259,-1.79540572354,-1.39372371313,-1.12771521169,-1.09564212774
Material,-1.23531277814,-1.28846657766,-1.26883841542,-1.11142428162,-0.973426507385,-1.20014513975,-1.17127625399,-0.228325919954,-1.27240319791,-1.23585454836,-1.27321708756,-1.16218832758,-1.09403115848,-1.07767237623,-1.27375050592,-0.623311060973,-1.29420797705,-0.699252665341,-0.695989942664,-1.75319381143,-1.24718134454,-0.704789916969,-0.806955350692,-1.20735924993,-1.09750109537
Product Inventory,-1.32990535453,-1.13311668495,-1.12981166289,-1.35109410341,-1.76966187816,-1.39936686461,-1.27247912842,-1.29903608044,-0.736688477133,-1.7134601062,-1.4999595282,-1.02881218729,-1.71565658694,-1.96741844622,-1.32199342364,-1.62254041796,0.0166594693259,-0.79585232992,-1.29836285638,-1.65984192693,-0.410157288796,-1.36302075127,-1.91025159835,-1.11016455896,-1.16531038627
Price _Enquiry,-1.41915829528,-1.38865705743,-1.23616390819,-1.38130966993,-1.43220151071,-1.1677708805,-1.28818010526,-1.44765853505,-1.12748959438,-2.25471552785,-1.07030289796,-1.20335085615,-0.191638327694,-0.176339751527,-1.29147803718,-0.797722868685,-0.929436621085,-1.41291411768,-1.47334008884,-1.78724095141,-1.57121415589,-1.75033674111,-1.04307618398,-1.2062014688,-1.29201195627
Product Inventory,-1.47440965582,-1.35643296477,-1.12022824116,-1.27369355142,-0.939602033624,-1.62354784411,-1.23316899258,-1.27755003463,-1.12694504606,-1.9653921319,-1.28250218951,-1.25881851817,-1.86262383407,-1.66441428982,-1.36862059817,-1.26831445536,-0.110578631905,-1.46470877815,-1.32544053701,-0.838475066308,-0.940845310912,-1.55678893904,-0.877041984041,-1.07853565289,-1.22275829196
Color,-1.51556549874,-1.16231552175,-1.10457269098,0.642798326461,-1.15592245785,-1.50222697677,-1.17681213523,-1.12009600058,-0.212214006907,-1.31650682847,-1.03605694166,-1.0911943083,-1.58251130582,-1.21840043562,-1.0230147548,-1.33255784515,-0.785482609465,-0.95369006872,-0.852060115797,-1.23298652678,-1.03015201787,-1.15480869808,-1.24142887312,-1.03605930736,-1.08839518681
Account_Enquiry,0.339699383301,-0.945694094721,-0.996755685231,-1.00203071282,-0.924784127197,-1.16894725436,-1.02067086718,-1.03538746338,-1.09957053814,-0.608975205115,-0.890802147024,-0.990794085016,-1.38005887489,-1.27419406731,-1.01530180109,-1.23185221521,-1.5059546474,-1.39659214418,-1.27203090818,-0.583172578974,-1.45707782366,-1.21743366884,-1.20805634786,-1.09327046576,-1.02764670238
Price _Enquiry,-1.78121681475,-1.39096514642,-1.27803839096,-1.4507649409,-1.57106810991,-1.60019239118,-1.28755622152,-1.29356029947,-1.37341548678,-0.494210699914,-1.5426599621,-1.15785693342,-0.632106518666,-0.387183941691,-1.16099492871,-1.02487844555,-1.07583476013,-1.17041448745,-1.36964458093,-1.21151845483,-1.1108099969,-1.64291892099,-1.49628336254,-1.26705353303,-1.22107691741
Product Details,-1.1175056462,-1.02472327876,-1.05515688468,-1.09440617652,-1.55857658973,-1.15791658719,-1.00802004128,-1.16460420235,-1.32138804798,-0.863253430805,-0.854272116128,-1.0408278214,-1.31043557946,-1.25951706109,-1.02931731036,-0.125696678169,-1.33005778722,-0.828752689928,-1.44283168578,-1.41564603572,-1.38060450205,-0.369535850549,-1.29710442074,-1.03375022683,-1.07854085159
Product Inventory,-1.22755847896,-1.46737744026,-1.3754829895,-1.2683710453,-1.71492800042,-1.48560542631,-1.38366863875,-1.23429775845,-1.28358965507,-2.85206540955,-1.07369397725,-1.07420137572,-1.2634683866,-1.39848854017,-1.70122076304,-0.69582244625,0.256793955378,-1.02878162544,-1.7038029828,-2.07802411159,-1.87638256329,-2.24909199554,-0.880968600054,-1.27292867132,-1.17496468726
Shipping Inquiry,-0.995553468485,-0.964564724062,-1.03974038697,-1.08201836923,-1.27427967987,-1.67270557379,-1.0636468559,-1.06941936105,-1.2508023368,-1.87887665762,-1.28506385014,-1.04987116731,-1.43651280624,-0.690884226979,-0.961364747601,-1.12729813612,-1.64000066403,-0.986774651432,-1.36961830129,-1.9576516223,0.743300952239,-1.47823896195,-1.28452181962,-1.01054300552,-1.14266993888
Order_Issue,-1.59943804393,-1.17127616107,-1.08550185925,-1.26575171491,-1.48881810405,-1.27095378104,-1.20304284135,-1.34659006297,-1.05365644518,0.731732813744,-1.40566547332,-1.13088662986,-1.58708545158,-1.43123285511,-1.2644891715,-0.713658432209,-1.1715830203,-0.738911813359,-1.34643806567,-1.82861120683,-1.13153220798,-1.35468112856,-0.867240711754,-1.10845175406,-1.16836716859
Store_Pickup_Queries,-1.60640548697,-1.35094041046,-1.24983283951,-1.34274018715,-1.34335412978,-1.29740732932,-1.34781004254,-1.3192145701,-1.74450798436,-3.79098473525,-0.991275510764,-1.19726491543,-1.34799599337,-1.85599472237,-1.40924386991,-1.21772369653,-1.26317280701,-1.54340798829,-1.57338644869,-1.3465470441,-0.322396224414,-1.62837250607,0.64420992377,-1.30551831223,-1.27447916187
Promotions/Deals/Discounts,-1.43914754736,-1.53729986264,-1.06358524858,-1.3411649612,-1.21523431888,-1.62135476357,-1.32863520819,-1.09276380015,-1.50408797475,-1.98011583685,-1.01634596327,-1.29369197293,-1.061958528,-1.67029076044,-1.46185944773,-1.39688816001,-1.42650242339,0.927579896479,-1.99710809607,-0.718149528797,-0.930061525889,-1.77190556503,-1.7370036724,-1.18251990405,-1.23460793339
Shipping Inquiry,-1.48791758159,-1.24183071486,-1.15883328543,-1.412939621,-1.62536934448,-1.419474993,-1.17034014731,-1.40328509963,-0.0797956009487,-2.00441113351,-1.6910376207,-1.30195658628,-1.49389180935,-1.03327231679,-1.35288200206,-2.01150477185,-0.586077853512,-1.51928880525,-1.31659143055,-1.29658518598,0.493703196932,-1.33911805913,-2.54339846827,-0.997681135858,-1.31152480783
Product Details,-1.06985453189,-0.930749242188,-1.06004503543,-1.11025887343,-0.729355233058,-1.07400433881,-1.0297525375,-1.26770482548,-1.28621541355,-1.60210887261,-1.49594779558,-1.07110859805,-1.56162796988,-0.461283421221,-1.14237594357,0.0598344926948,-1.27093443037,-1.40515515086,-1.13186250508,-1.45998416749,-1.2808088519,-1.08891348169,-1.4008345649,-0.943709738468,-1.04210807549
Product Inventory,-1.49574454643,-1.05903020236,-1.08112136147,-1.47556904512,-1.47699425449,-1.30590590954,-1.11842718407,-1.22395053686,-1.07739850353,-0.618067362207,-1.00752402771,-1.56434476663,-1.05409314227,-0.962331109123,-1.24640157516,-1.14006429655,-0.524348964174,-1.19737029392,-1.21070347786,-1.53595552414,-0.622091209937,-0.999188332464,-1.85207376666,-1.10346564321,-1.19666343691
Store_Pickup_Queries,-1.34742428073,-1.22300414907,-1.15764861552,-1.39000572282,-1.17502173807,-1.61070387465,-1.29570137574,-1.08765783567,-2.08911367217,-1.84167413682,-0.820579534272,-1.08216578991,-1.54861754648,-1.54084353512,-1.32338964646,-0.591165425662,-0.652984476401,-0.461722554002,-1.67006778473,-1.05938143645,-2.06078882178,-1.32396822523,-0.281292747478,-1.1761269517,-1.11138317097
Promotions/Deals/Discounts,-1.00174825679,-1.09152707488,-1.09213264422,-1.04990775464,-2.05144281928,-1.01697127519,-1.05993149096,-1.05250155122,-1.48381731878,-1.25514212319,-0.910066417495,-0.984730979457,-1.34345154464,-1.1423510692,-1.02663071254,-1.46454411664,-1.93657284949,0.351095719106,-1.21247392375,-0.0365315659145,-1.43853509457,-1.38988805452,-1.70974868902,-1.04904529726,-1.00567165685
Rewards,-1.4116633182,-1.37217296074,-1.18577385684,-1.07310394158,-1.75593962147,-1.41602591024,-1.07031133539,-1.05553027895,-1.57207562906,-2.47385115826,-1.35891088773,-1.15102410411,-1.52055444527,-1.58143234321,-1.13241042452,-1.37312974832,-1.7368991202,-1.15466708341,-1.67554709875,2.12545187937,-1.79518560671,-1.17920770319,-2.52091868631,-1.07762699503,-1.11073695354
Promotions/Deals/Discounts,-1.37977267878,-1.33408564525,-1.30481822636,-1.23468246804,-1.35258001748,-1.38991340162,-1.30307148887,-1.20454506956,-1.48186801155,-2.19153684958,-1.07190179718,-1.17725091771,-1.02597003571,-1.71535664254,-1.2937235636,-1.59817327202,-0.962061450731,1.40556297584,-1.0604829207,-1.80009045622,-2.21075418419,-1.63505865757,-0.826860094092,-1.21841110445,-1.15786090451
Order_Issue,-1.85855797974,-1.51785407362,-1.53825840422,-1.71764675378,-1.72236304645,-1.78543603032,-1.52060739338,-1.5240868732,-0.664998403575,0.237205591947,-1.38255526584,-1.45263383883,-1.55020743413,-1.21351820138,-2.06186210917,-0.749603682628,-0.908587104869,-1.09199281102,-1.27110628519,-1.89703062197,-1.59125903535,-2.86716708217,-1.82076188647,-1.25600392716,-1.32334472097
Product Details,-1.41193121323,-1.1522765561,-1.18748935197,-1.24873916895,-0.165383441127,-1.30155142337,-1.13205946306,-1.28942395615,-1.14122279257,-1.10386052789,-1.30130130924,-1.17655279999,-1.36234727409,-1.2011468218,-1.36930499094,-0.117970158132,-1.26294893816,-1.14490831814,-1.19890557246,-1.47736197543,-1.37673188176,-1.19409272057,-1.44019008726,-1.12273997617,-1.11452466952
Store_Pickup_Queries,-1.77693462718,-1.45046980145,-0.993367677902,-1.39337859762,-1.23622976281,-1.5098531375,-1.27594290714,-1.26362120586,-1.12997212189,-1.12910678119,-1.37738332931,-1.12850019098,-1.34624538071,-1.5725099934,-1.36698106576,-1.55004587261,-1.41091283386,-1.27932083127,-1.59510027668,-1.70623356148,-0.730733499461,-1.57079747298,0.0109370874948,-1.04023866802,-1.15964251028
Product Details,-1.24531743977,-1.15135607012,-1.21679537107,-1.18633489617,-1.38771435154,-1.35866110954,-1.40562343645,-1.16420606958,-0.739422599019,-1.47278852892,-0.432737016602,-1.20034969032,-1.27350718483,-1.58228977227,-1.40757408377,0.104351347162,-0.738145077999,-1.44302357965,-1.23364985667,-1.01294720141,-2.36269847669,-0.855323077564,-1.7011278794,-1.2200859483,-1.34946028801
Promotions/Deals/Discounts,-1.19866395833,-1.27754117651,-1.0705324853,-1.12890054821,-1.70891223149,-0.964933012232,-1.05769754001,-1.04264391228,-0.950812545266,-1.50156116321,-0.823041749493,-1.08289172682,-1.18954999346,-1.53403010394,-0.751393957648,-1.47085792725,-1.62799329605,-0.255525299388,-0.598860999406,-1.36470022282,-1.25960307484,-1.4302412081,-1.93602340899,-1.15837338759,-1.15148941663
Product Details,-0.989808126161,-1.0536891084,-1.03619733882,-1.05774072457,-0.923500188231,-1.15430130296,-0.989273114777,-0.964574155186,-0.726868602082,-1.07695998457,-1.4501524383,-1.15744410589,-1.10295995783,-1.49017245818,-0.753527587598,0.526308546112,-1.24525435508,-1.44662351239,-1.4034107369,-1.2429322548,-1.56867723801,-1.04261714066,-1.3208313851,-1.0357048794,-1.06197405097
Promotions/Deals/Discounts,-1.27048065803,-1.12568505011,-1.0778803325,-1.10676971564,-1.29814099393,-1.42652578674,-1.03145484936,-1.04178666475,-1.74135171937,-1.07110845464,-1.29603161342,-1.05775378625,-1.40013147111,-1.20411565253,-1.08224621284,-1.41719214007,-1.27029941944,1.02452464356,-1.42888041552,-1.11077249861,-1.36506556305,-1.30582537226,-1.62272600371,-1.12711723878,-1.05750435394
Order_Issue,-1.89135015939,-1.12306180078,-1.15866907577,-1.5489240171,-1.40082148834,-1.69858439395,-1.20524878235,-1.26768187101,-0.761750951507,1.158495165,-1.50130937626,-1.44754712384,-1.39725605466,-1.34295131056,-1.36388912084,-2.10365367216,-1.18627832519,-1.05158443814,-0.980805143574,-1.35219737083,-0.872856314623,-1.85201376138,-1.23157677819,-1.02765915618,-1.31863709718
Promotions/Deals/Discounts,-1.50871374846,-1.68189373371,-1.44049963816,-1.23419381825,-1.7471117407,-1.84710174306,-1.25475012253,-1.31930246448,-1.23222339201,-2.40701617792,-2.62763313446,-1.37564793935,-1.13739501862,-1.18278339613,-1.33395452057,-1.95819546448,-1.70125369895,0.30589501379,-1.61387690474,-1.51743640629,-0.136171698589,-1.63142558816,-1.54658471175,-1.22740924872,-1.25559777863
Product Details,-1.04950073676,-1.46563385567,-1.37250095852,-1.24582923418,-1.18050539857,-1.30493547534,-1.08130127006,-1.4151238483,-1.41052752089,-2.34384761096,-1.72880147458,-1.35656644306,-1.26507100671,-1.40724676907,-1.23065928639,0.316773052161,0.0776610393667,-1.87016672301,-1.41124997197,-1.58498055876,-1.65910684219,-1.66756947629,-1.485655075,-1.16549770937,-1.21699168795
Return Policy,-1.05234455626,-1.2658900758,-1.0358717608,-1.11546451819,-0.752125737913,-1.26382057075,-1.03540742369,-1.04248556786,-1.51085177022,-1.03838835869,-1.01381715,-1.01973172875,-0.660517323642,-1.51187001969,-1.03127812551,-0.89227709118,-0.915341933877,-0.666077637195,-0.604887072308,-1.90988755086,-1.22686132911,-1.35136900706,-0.999385102616,-1.05100498596,-1.07580812824
Product Details,-1.25341168391,-1.29431396312,-1.36322122307,-1.25442977586,-1.73890389172,-1.51003281846,-1.2779534371,-1.02277716243,-1.10690295254,-1.23174462697,-1.54278422495,-1.0715379262,-1.69090622494,-1.1085187006,-1.68748026423,0.186860443884,-0.0847909338232,-1.50040282453,-1.51403276875,-1.55103556176,-1.71403444941,-1.61989356985,-1.80099285557,-1.22383321563,-1.20350472987
Product Inventory,-1.43506084344,-1.65715611119,-1.30818019052,-1.49968978348,-1.73342677257,-1.59858866278,-1.37161975601,-1.39311849029,-1.5457826279,-2.60030500829,-1.31908291421,-1.20632211806,-1.47571724516,-1.11396485871,-1.51868892107,-0.732801334737,0.328289766425,-1.53318545186,-1.75748938723,-1.38385595545,-0.0369586802861,-2.00810739085,-1.04532084709,-1.28627425751,-1.18611559527
Product Details,-0.864708643848,-0.976417604404,-0.95312305997,-1.07164673744,-0.957994484343,-1.23937600569,-0.929154596589,-0.972859292665,-1.60046095373,-1.32084280625,-1.24548435847,-1.32111859557,-1.01017490481,-1.39048549627,-0.501584001928,0.218910225693,-1.03267052458,-0.920264326113,-0.908751962005,-1.33388683928,-1.57898747364,-0.493428023331,-1.55706378447,-0.972727163674,-1.0050916937
Product Details,-1.55098275926,-1.20604087878,-0.994792860378,-1.182568084,-1.18217943214,-1.03854794891,-1.19509349425,-1.29880684185,-1.6570425098,-0.941160330788,-1.58338277951,-1.31993138101,-1.0732322615,-1.10869706676,-1.19543253162,0.139671794327,-1.22833878928,-0.876497366955,-1.97795789758,-0.510790645154,-1.67209251369,-1.73495469272,-0.72430639099,-1.15615374913,-1.10057831965
Promotions/Deals/Discounts,-0.952730138738,-1.25131029499,-1.10730823351,-1.08965270145,-1.42694675687,-1.14819792496,-1.06846520934,-1.11542768045,-1.09784339363,-1.92061770627,-1.38690483095,-1.05645205874,-1.14960987104,-1.73033102488,-1.18928405648,-1.84229557749,-1.3274858648,0.955990984763,-1.28069561937,-1.79431611468,-2.06465796139,-1.07379935436,-1.42292589667,-1.12341678923,-1.08513187189
Shipping Inquiry,-1.66715922326,-1.38181229417,-1.25223540714,-1.27358665267,-1.53612091476,-1.74314998155,-1.41987258566,-1.36463382716,-1.29241051187,-2.62176944797,-1.23532389637,-1.23155839005,-1.19984678478,-0.78149526528,-1.28543638183,-1.15689568802,-1.78559948263,-1.21543084535,-1.42460126497,-1.70421764448,0.564624873333,-1.86313721701,-0.502070807731,-1.17321697638,-1.20851891088
Promotions/Deals/Discounts,-1.09533885827,-1.4473486418,-1.04213528831,-1.17244569694,-0.750107526979,-1.17262897855,-1.11404594029,-1.25637699212,-0.628861564031,-1.51337783358,-1.1376899531,-1.12300899215,-1.40588262174,-2.10161794374,-1.20678478148,-1.43458998574,-1.20775920507,1.03602227842,-1.45728940304,-1.50579170917,-1.86714881663,-1.29252761203,-1.94873844602,-1.18069748168,-1.07785714838
Payment Issues,-1.28808161934,-1.21834725226,-0.861426920811,-1.04034752181,-1.71810411241,-1.32636368065,-1.27090889961,-1.08558445507,-0.634562585522,-1.95785620873,0.537929657789,-1.13181703033,-1.76157435302,-1.24445658169,-1.01969090995,-1.12531799806,-0.877703586557,-1.05002878218,-1.48737389323,-0.99337012741,-1.34904282514,-1.47379258179,-2.18153850897,-0.917121134012,-1.10123719797
Order_Issue,-1.33465855049,-1.21113803244,-1.09166517443,-1.19058436022,-1.24498479295,-1.29988690198,-1.13502289279,-1.15810657121,-1.24713848383,0.0967519715194,-1.52539468784,-1.14963480415,-1.46940653331,-1.59345410124,-1.0714521516,-1.54939237711,-1.30341953088,-1.46145051359,-1.46920967181,-1.61953649071,-0.711840051401,-1.21990319988,-0.649772085636,-1.11598743583,-1.23438841901
Promotions/Deals/Discounts,-0.847191150536,-1.20796254051,-1.15973732908,-1.15480572632,-1.16347801665,-1.34600539237,-1.19420903272,-1.22537383161,-1.65319721245,-1.70915889754,-1.57511654684,-1.07825150042,-1.26179994475,-1.50200135628,-1.39312012356,-1.41536033166,-1.36458302224,1.43959742219,-1.40723263494,-1.48062027368,-2.24809553434,-1.73727067816,-1.77115304044,-1.1398724317,-1.17454128301
Shipping Inquiry,-1.15453070544,-1.17052283915,-0.925355310199,-1.06102072115,-1.40192758452,-1.96647115566,-1.1543987924,-1.05921527719,-1.06904042711,-1.95552512277,-1.75348676049,-1.21378298556,-0.84057369221,-0.915169476947,-1.14439291117,-1.35257131188,-1.22553880028,-0.571788930572,-1.45704933843,-1.13446394209,0.451272316435,-1.62626202109,-1.06786448168,-0.968354411009,-1.00333982585
Layaway Query,-1.26015478197,-1.12154032452,-1.23728585063,-1.16828959411,-1.57701153143,0.199072579676,-1.26031925598,-1.11261455314,-1.54281511526,-1.14828567185,-0.93287252372,-1.13828957053,-1.27715374544,-1.24193427308,-1.18802222773,-1.47755306074,-1.27934047715,-1.41344512431,-1.15869303494,-1.46231451927,-1.65583891783,-1.27391739059,-1.30756816164,-0.985209674382,-1.07419406442
Shipping Inquiry,-1.30847710293,-1.02800493232,-1.05887225711,-1.35526048851,-1.33911111385,-1.34583014036,-1.27906444874,-1.16783605199,-0.77516802675,-0.837635757624,-1.65043879697,-1.12663350412,-1.57276712576,-1.22841489993,-1.16910024998,-1.44269584686,-0.949034798655,-1.44272892256,-1.2814040908,-1.34235989878,0.472338388498,-1.42338282708,-1.12904844919,-0.938453511873,-1.20828108906
Payment Issues,-1.16988434298,-1.22290415175,-1.09255781009,-1.03542644315,-1.4792489297,-1.12657668061,-1.15326292466,-1.11564758442,-0.709133569255,-1.43894247617,0.512771700498,-1.02980223107,-1.2641238132,-1.48226163769,-1.08631008911,-1.28834848714,-1.2660774402,-1.09724306689,-1.30733452267,-1.18283317445,-1.6426571875,-1.57053703372,-1.49338077192,-1.09313926537,-1.11877807894
Payment Issues,-1.37158508042,-1.15540767015,-0.725815583236,-1.07591854846,-1.75318973382,-1.54178108106,-1.10372259693,-1.10254649292,-1.41474217743,-1.89392129635,-0.0949008646961,-1.19569424617,-1.58318384989,-1.57429213273,-1.13748014298,-1.21382921864,-1.87223139918,-1.94055076331,-1.48591688145,-0.844993208794,-0.823679237881,-1.18739024594,-1.42543552676,-1.01662752254,-1.03294366151
Product Details,-0.959056625694,-1.24312308455,-1.17606781777,-1.08813914216,-1.20697423361,-1.22299810642,-1.07593451313,-1.07519693145,-1.12583918136,-1.07345403664,-1.353800659,-1.25722624357,-1.3780548928,-0.876041934205,-1.08486525847,0.516319599996,-0.922044079515,-1.20149338421,-1.1531668477,-1.1811579684,-1.02532522725,-1.16713333899,-1.45131693585,-1.08786926022,-1.03270859827
