sessionId,lineText,lineBy,L2,L3,lineNum,issueLine
ID1230882747,the picture displayed doesn't fill up the screen on the TV.  Do I need to change the settings or do something?,2,,Channel Issue,1,1
ID1230882757,My cable is not working,2,,Cable Issue,1,1
ID1230883569,no dial tone heard and having issues getting connection for monitoring machine,2,,Dail Tone Issue,1,1
ID1230883607,I cant remember my password can you please reset it?,2,,Login Issue,1,1
ID1230883613,We have gone down twice in the last 15 minutes,2,,Internet Not Working,1,1
ID1230884293,I'm getting 2 Mbs dowload and plan is for 50 Mbs.  I need a credit on my bill if you only give mie everyday plan bandwidth.,2,,Speed Issue,1,1
ID1230885065,I have been billed for Showtime and my tv does not show that I have it. Please check and let me know.,2,,Bill Explaination,1,1
ID1230888157,DVR,2,,Dvr Issue,1,1
ID1230891141,"I am trying to connect my fax machine to the telephone modem on my router, with no success. How can I get it to work?",2,,Modem Setup,1,1
ID1230895896,modem keeps losing internet connectivity; looks like ethernet port is cycling on and off; need to find solution or replace unit,2,,Internet Not Working,1,1
ID1230897436,My roadrunner email says that it is suspended.  How do I fix this situation?,2,,Email Issue,1,1
ID1230900683,dont remember my password,2,,Login Issue,1,1
ID1230902286,Can't finish creating my account because I cannot see the full security questions..,2,,Account Info,1,1
ID1230903117,locked out for password,2,,Account Disabled,1,1
ID1230906486,Cant log onto my arris dg1670a @ 192.168.0.1,2,,Login Issue,1,1
ID1230909001,My online password got me locked out,2,,Account Disabled,1,1
ID1230912313,Want to enquire about installing a second line on our main number,2,,Details Of Existing Plan,1,1
ID1230915653,need to know when the follow up maintenance work will be done to fix my service issue,2,,Service Issue,1,1
ID1230916507,We are receiving a lot of spam email that is from the mail delivery system.  We are concerned that someone is trying to access and use our email address,2,,Account Info,1,1
ID1230919030,"My phone isn't working.  My security system is connected to my phone, so I need this fixed as soon as possible.",2,,Phone Not Working,1,1
ID1230919837,"Hi -- We just received a new cable box last week... (a DVR/cable box and a second cable box without DVR)  For the most part, everything seems to be working great... EXCEPT for the ESPN channel, number 24. Every 45-60 seconds, the sound (and sometimes picture) glitches out. That is the ONLY channel that I've experienced the issue on. I have done the remote reset and that didn't seem to fix the problem.",2,,Channel Issue,1,1
ID1230925530,When will service be restored?,2,,Service Issue,1,1
ID1230945153,i need to add anti virsus,2,,Anti Virus,1,1
ID1230945158,"this is the 4th chat i've tried to start, the first one was 30 minutes long with R=icky and he stopped responding. my internet access keeps going in and out so i need for you to contact ME if we get cut off!!!",2,,Internet Not Working,1,1
ID1230948383,I have multiple issues right now; internet service -- phone service and e-mail service -- I work from home so this is extremely important that it get resolved.,2,,Internet Not Working,1,1
ID1230953235,Devices says my signals disconnected and wont register,2,,Signal Issue,1,1
ID1230954058,"I'm paying for Extreme package, but my upload speed stays @17Mbs, and should be near 50.",2,,Speed Issue,1,1
ID1230956508,locked out of online account,2,,Account Disabled,1,1
ID1230956521,Can I get the deal online if I upgrade?,2,,Plan Explaination,1,1
ID1230957277,box top error,2,,Cable Box Not Working,1,1
ID1230959608,locked out,2,,Account Disabled,1,1
ID1230961942,"When installing the McAfee AV, it keeps telling me I'm not connecte to the internet, even though I am.",2,,Internet Not Working,1,1
ID1230962701,TV and internet has been out for the past 3 days!,2,,Internet Not Working,1,1
ID1230963487,"My voicemail has been locked, I can not access it",2,,Voice Mail,1,1
ID1230971727,TWC Online account locked out,2,,Account Disabled,1,1
ID1230972599,someone was suppose to call today to set up an appointment,2,,Appointment,1,1
ID1230974338,"why does my internet get so slow ?  i am at 11.23 download and 4.94 upload at 1056am  on monday early morning i was at 4.77 download,  but by 5pm when i called it got up to 54 mbps",2,,Speed Issue,1,1
ID1230976080,not working - can you reset?  I have re-booted the modem no help.  Tel port lights not on,2,,Modem Setup,1,1
ID1230978644,login,2,,Login Issue,1,1
ID1230979402,Add the wifi router,2,,Modem Setup,1,1
ID1230980234,We are moving apartments and I need to switch our WIFI over,2,,Chhange Address - My Move,1,1
ID1230981845,cannot turn off and on,2,,Remote,1,1
ID1230983377,"problem receiving cable at apts 13, 14",2,,Cable Issue,1,1
ID1230985859,Wifi running very slow when usually fast,2,,Speed Issue,1,1
ID1230988293,i just upgraded from standard internet to turbo. Do I need to do anything or does service start automatically?,2,,Upgrade Plan-Internet,1,1
ID1230988294,"I was wondering if I change computers will my ""monitor"" the thing the cable cord plugs into.  Will this work on a different computer, till in the same house?",2,,Internet Not Working,1,1
ID1230990861,I need to replace a malfuntioning TWC Remote Control. How do I do that?,2,,Remote,1,1
ID1230990866,Remote control not working,2,,Remote,1,1
ID1230993262,When is time warner cable going to get root sports southwest which is the new home of the astros/rockets?,2,,Channel Issue,1,1
ID1230993295,"Hi, for the last two weeks my ESPN channel has been missing.. twice I've called about it and it will be fixed but only lasts for a few hours then goes missing again.",2,,Channel Issue,1,1
ID1230995850,"I just created an order for new service in Canton OH, Order #2003015887. I am in TX at present and the home owner has stated she thinks a line is down from the house. Install is set for Mon 24th.",2,,Order Status,1,1
ID1230996612,Why is my internet connection sooooooo slow?,2,,Speed Issue,1,1
ID1230997486,"Good Morning.  I have two questions.  First my email address is misspelled on ""My Account"" page at myservices.timewarnercable.com",2,,Email Issue,1,1
ID1230998285,I just had 100mbps service installed and I'm not getting anywhere close to that speed on multiple devices. It's averaging 8-11mbps. Please advise.,2,,Speed Issue,1,1
ID1231000783,can i set my voicemail from another phone,2,,Voice Mail,1,1
ID1231007998,I can't remember my pin to my voice mail and I am not able to log in to my account.  I get a cannot reach this page.,2,,Login Issue,1,1
ID1231011242,"I need to exchange my cable box and want to know what i need to take (cables, remote).",2,,Cable Box Not Working,1,1
ID1231014596,Log in says account is locked.,2,,Account Disabled,1,1
ID1231014622,Locked out of account - help!!,2,,Account Disabled,1,1
ID1231014634,need my pssword,2,,Login Issue,1,1
ID1231015450,dvr not recording or pausing--acct under phone number 5123380676,2,,Dvr Issue,1,1
ID1231017151,internet outage,2,,Internet Not Working,1,1
ID1231017934,lost channel,2,,Channel Issue,1,1
ID1231019763,my online account is lock do to many attemps to log in,2,,Account Disabled,1,1
ID1231019776,"No speed increase from new modem (50/5 before and after), paperwork w/ modem said 200/20.  Acct# 8260 16 142 1056605",2,,Speed Issue,1,1
ID1231020631,Can I pick up a new remote at the Greenville Avenue location?,2,,Remote,1,1
ID1231022379,My router keeps turning offline,2,,Modem Setup,1,1
ID1231023224,can not access or log to internet,2,,Login Issue,1,1
ID1231024922,internet,2,,Internet Not Working,1,1
ID1231026587,lock my account forgot password and username,2,,Account Disabled,1,1
ID1231028319,"My internet is very slow, not able to browse websites.",2,,Speed Issue,1,1
ID1231028332,"I want to exchange the big box I have for a smaller one.I went to 96th street and they didn't have any at that location.  They said to try 23rd Street, but I do not want to go down there unless I know for sure there's a smaller DVR box for me.  Can you let me know?Thanks so much",2,,Cable Box Not Working,1,1
ID1231031805,forgot my username and password,2,,Login Issue,1,1
ID1231031844,Connecting my Laptop,2,,Internet Not Working,1,1
ID1231046240,I replaced my modem yesterday and I'm not sure I connected it correctly to Aiport Express.,2,,Modem Setup,1,1
ID1231062020,I can not access my emai,2,,Email Issue,1,1
ID1231062899,I also need cable run in my office to be able to connect properly for working office job at my home,2,,Cable Issue,1,1
ID1231069712,I need to buy a new wireless router is there any you recomend? my current one seems a little weak at the edges of the house,2,,Modem Setup,1,1
ID1231074040,dont have a passwork or login,2,,Login Issue,1,1
ID1231078334,Why was my TV and Phone disconnected?,2,,Phone Not Working,1,1
ID1231078375,i want a quick quote i just opened my own busienss and i wanted to know how much would it be to install a landline,2,,Plan Explaination,1,1
ID1231101812,"Hello, i need to reschedule installation visit.. it's currently booked for tomororw, Friday",2,,Appointment,1,1
ID1231103421,request  new modem and Easy Connect Kit,2,,Purchase Modem,1,1
ID1231104971,How much does the easy install kit cost,2,,Plan Explaination,1,1
ID1231113279,TIME WARNER HAS HAD MY PHONE DISCOUNTED TO EARLY FROM VERIZON----THEY SAID TIME WARNER HAD IT DISCONNECTED NOV.17------TIME WARNER IS COMING TO CONNECT PHONE--TV-- AND INTERNECT ON NOV 24------I HAVE TO HAVE MY PHONE---I AM HANDICPP AND 85 YEARS OLD,2,,Phone Not Working,1,1
ID1231169266,wireless not working,2,,Internet Not Working,1,1
ID1231211537,new setup,2,,Plan Explaination,1,1
ID1231211606,"My service is not working, is there an outage in my area?",2,,Service Availablity,1,1
ID1231253862,"internet connection is now extremely slow, worse than dial up",2,,Speed Issue,1,1
ID1231254417,please unlock my account so that i can reset my password!!,2,,Account Disabled,1,1
ID1231258532,2 of my TVs on Ref code S0900,2,,Tv Setup,1,1
ID1231266890,"what is the differrence,im trying to select a network for a ipad , but there is two of them with the name of my wifi, with the difference tha one also says 5G, i would like to know what different bout them two",2,,Phone Setup,1,1
ID1231270415,Used to be able to stream TV on my browser. Now it's saying my account has been disabled whenever I try to retrieve my password.,2,,Account Disabled,1,1
ID1231275360,can i just buy a modem instead of renting?,2,,Purchase Modem,1,1
ID1231276511,Internet not working again!,2,,Internet Not Working,1,1
ID1231277086,Does time warner block outside email servers?,2,,Email Issue,1,1
ID1231277692,My TWC ID is locked from too many login attempts; how do I unlock it?,2,,Account Disabled,1,1
ID1231278245,I have had TWC cable TV on my Roku for at least 6 months.  It has not been working since our recent move.,2,,Service Issue,1,1
ID1231280418,My cable and Internet are out. why?,2,,Internet Not Working,1,1
ID1231281611,DVR is gone,2,,Dvr Issue,1,1
ID1231281618,what is the password for the admin login,2,,Login Issue,1,1
ID1231283441,On Demand Not Loading,2,,Odc-Not Working,1,1
ID1231284759,phone is not working,2,,Phone Not Working,1,1
ID1231284766,i cant log on my ipad and my twc id doesnt work,2,,Login Issue,1,1
ID1231284795,I want to program my remote control to fast forward.  How can I do this?,2,,Remote,1,1
ID1231286062,i typed in my password too many times and i am locked out of my account,2,,Account Disabled,1,1
ID1231287159,"hi my prblem is. i upgraded to dual modem to have a wifi connection. it work on cellphones,and internet. i just can't get it insyalled on my LG Smart TV. it won't accept a password. Help.",2,,Tv Setup,1,1
ID1231291677,My landline is currently down. There is no dial tone.,2,,Dail Tone Issue,1,1
ID1231291681,I can't access my account,2,,Account Disabled,1,1
ID1231292756,I need to be sure that i am able to get internet at this location,2,,Service Availablity,1,1
ID1231297019,How do I turn my call forwarding off?,2,,Phone Setup,1,1
ID1231297034,"My unlimited mexico calling doesn't work in Acapulco,Mexico",2,,Phone Not Working,1,1
ID1231302707,"can't call to acapulco, mexico",2,,Phone Not Working,1,1
ID1231304801,my phone has not been working. the modem keeps blinking. this happens everytime it rains. i am very unhappy with my service.,2,,Phone Not Working,1,1
ID1231305279,Loss in network,2,,Signal Issue,1,1
ID1231305821,I just hooked up a digital adapter and it says there is a interuption in service,2,,Service Issue,1,1
ID1231305828,new modem,2,,Purchase Modem,1,1
ID1231305833,My DVR deleted all of the set recordings,2,,Dvr Issue,1,1
ID1231306314,I signed up for Ultimate plan.  I just checked my speed and it is at 31.41.  1/3 of the Ultimate download,2,,Speed Issue,1,1
ID1231308395,need to reset password for watching tv,2,,Login Issue,1,1
ID1231310842,"I cannot get into my email account.  What has happened?  When I try, it doesn't recognize my account.",2,,Login Issue,1,1
ID1231311338,am i able to use roku 3 at home with the plan i have with timewarner cable?,2,,Details Of Existing Plan,1,1
ID1231311352,Can't get my account pin #,2,,Login Issue,1,1
ID1231315608,My Internet is down. Is there an outage in the 10003 area?,2,,Service Availablity,1,1
ID1231316629,Slow service,2,,Service Issue,1,1
ID1231317691,I want to schedule an appointment to install Time Warner Cable in my Super apartment in building,2,,Appointment,1,1
ID1231319144,Weak Wifi. Need to Schedule a technician,2,,Home Wifi,1,1
ID1231319609,I can't remember my password,2,,Login Issue,1,1
ID1231321052,I need help accessing my router settings,2,,Modem Setup,1,1
ID1231321535,I'm having trouble activating new modem. I was asked by one of your support techs to visit registration.rr.com but that did not work. I need help please.,2,,Modem Setup,1,1
ID1231321538,I'm New to TWC - How can I get my old sbcglobal.net email now that I'm disconnecting with them?,2,,Email Issue,1,1
ID1231321997,what speed am i paying for,2,,Speed Issue,1,1
ID1231322000,speed check,2,,Speed Issue,1,1
ID1231322989,my cable box appears broken,2,,Cable Box Not Working,1,1
ID1231323475,can't call to acapulco mexico,2,,Phone Not Working,1,1
ID1231323941,I just placed an order for a new modem (to switch out my old one).  What happens when i'm not at home when the modem is delivered to me?,2,,Order Status,1,1
ID1231324382,Which modem/wifi combo is best for me ?,2,,Plan Explaination,1,1
ID1231324383,I forgot my password,2,,Login Issue,1,1
ID1231326745,Does Time Warner have a policy against using my DVR on sporting events?,2,,Dvr Issue,1,1
ID1231327671,extremely low download speed. I am paying for turbo,2,,Speed Issue,1,1
ID1231328688,forgot username and password,2,,Login Issue,1,1
ID1231328692,Internet keeps dropping out!!!!,2,,Internet Not Working,1,1
ID1231329167,I have dial tone but cant dial out,2,,Dail Tone Issue,1,1
ID1231329621,Any problems our outages in my area (76012 zip),2,,Service Availablity,1,1
ID1231329633,need costomer code,2,,Account Info,1,1
ID1231329646,Can i get my TWC id because i forgot username and password,2,,Account Info,1,1
ID1231330545,"Phone responds slow sometimes, significant delay in hearing tone once the phone is turned on, etc",2,,Phone Not Working,1,1
ID1231332415,TV keeps cutting out,2,,Signal Issue,1,1
ID1231333770,how come my history channel has been pixillated for the last three weeks with lousy reception,2,,Channel Issue,1,1
ID1231334273,My signal is unstable.  It jumps and has gaps in the signal.  This is on every channel as well as on things we have recorded.,2,,Signal Issue,1,1
ID1231334711,"My speed 23, paying for more.",2,,Speed Issue,1,1
ID1231334712,why is the on demand not available,2,,Odc-Not Working,1,1
ID1231334715,how do i watch tv on my computer,2,,Tv Setup,1,1
ID1231336187,My newly reset TWC password is not working,2,,Login Issue,1,1
ID1231336666,slow internet speed past 2 months,2,,Speed Issue,1,1
ID1231339424,Why is my account disabled?,2,,Account Disabled,1,1
ID1231341370,Where do I find my wireless network password if I lost it?,2,,Login Issue,1,1
ID1231341383,how do i make my call forwarding work?,2,,Phone Setup,1,1
ID1231341842,"the app is giving me a message that twc tv is not working. the guide is ok, but the live tv is not",2,,Service Issue,1,1
ID1231341873,Can I still use the easy connect kit if i dont have a internet cable in my apartment?,2,,Details Of Existing Plan,1,1
ID1231342807,"Hello, I upgraded to the Ultimate 100 over 24 hours ago, I am still downloading at the same speeds as before the upgrade. I have reset the modem and my routers. When will the new speed be available? Not to happy paying for something I do not have.",2,,Speed Issue,1,1
ID1231343250,I'm unable to connect to the POP mail server using Windows Live Mail. I need some assistance.,2,,Email Issue,1,1
ID1231345163,"Hello, I need to schedule an appt for a tech to come to my home",2,,Appointment,1,1
ID1231345171,"I cannot call into my phone because voice mail prevents it.  I haven't been able to shut down the voice mail.  Last chat person, Jacob, hung up on me.",2,,Voice Mail,1,1
ID1231345569,Internet speed fluctuating,2,,Speed Issue,1,1
ID1231345577,I have trouble connectivity since Monday. The internet was working perfect.,2,,Internet Not Working,1,1
ID1231345579,what is my voicemail pin?,2,,Voice Mail,1,1
ID1231346622,im not getting all the channels on my computer,2,,Channel Issue,1,1
ID1231347111,Not getting all my emails,2,,Email Issue,1,1
ID1231347527,my channels from 2 to 22,2,,Channel Issue,1,1
ID1231347547,box is not working,2,,Cable Box Not Working,1,1
ID1231348416,Need to schedule an appointment,2,,Appointment,1,1
ID1231348422,I picked up a 2nd cable box for another room in the house.  I need to get it activated so I can set up the TV,2,,Tv Setup,1,1
ID1231351063,i am approx 30ft from modem have new lyncsys n600 dual band wireless usb adapter get crumby signal,2,,Modem Setup,1,1
ID1231351896,BS that when i goine to find internet provider and it says its comcast by twc yet they say they can not service the area cause its not there area? onl,2,,Service Availablity,1,1
ID1231351898,Modem Change,2,,Purchase Modem,1,1
ID1231352658,I forgot my internet password,2,,Login Issue,1,1
ID1231353107,I CANNOT LOG IN TO MY EMAIL ACCOUNT. ALSO I CANNOT RECEIVE ANY EMAILS,2,,Email Issue,1,1
ID1231354368,Does TWC have a docsis 3.0 phone/wireless modem?,2,,Plan Explaination,1,1
ID1231355200,Why cant i log in to my account? it says my account has been disabled,2,,Account Disabled,1,1
ID1231356012,My cable box is not working properly,2,,Cable Box Not Working,1,1
ID1231356434,why i my speed slow,2,,Speed Issue,1,1
ID1231356832,I cannot log in,2,,Login Issue,1,1
ID1231359952,Speed,2,,Speed Issue,1,1
ID1231361142,no dial tone and flashing lights for tel 1 and 2,2,,Dail Tone Issue,1,1
ID1231361902,"if i get the preferred package, is there any way i can add a few channels from the español package?",2,,Change Package,1,1
ID1231361904,just upgraded,2,,Upgrade Plan-Internet,1,1
ID1231361911,im not receiving tnt as part of my channel lineup,2,,Channel Issue,1,1
ID1231363858,password,2,,Login Issue,1,1
ID1231367208,"My internet keeps going off, need to unplug coax cable then replug it to make it work again.",2,,Internet Not Working,1,1
ID1231369093,On Demand does not work and has not worked in days.  What can I do?,2,,Odc-Not Working,1,1
ID1231374114,Unable to syncronize TWC Mail with WINDOWS LIVE MAIL USING STEP BY STEP GUIDE,2,,Email Issue,1,1
ID1231374466,NBA league pass,2,,Login Issue,1,1
ID1231374762,we got an upgraded modem today from the local twc and had it activated here on chat but the phone is not working; the light on the modem won't come on,2,,Phone Not Working,1,1
ID1231382801,i cant in my emails.,2,,Email Issue,1,1
ID1231384368,"DVR box is acting up - first, the reception was terrible where it was ""stuttering"", not it won't even display a picture at all.",2,,Signal Issue,1,1
ID1231385630,Our DVR doesn't seem to be working.,2,,Dvr Issue,1,1
ID1231385643,I have no volume on channel 1346 but I have volume on every other channel,2,,Channel Issue,1,1
ID1231385649,"After installing television service today, apparently my home phone number was changed.",2,,Account Info,1,1
ID1231388976,Adding Channels,2,,Change Package,1,1
ID1231389231,Bad audio on channel 1346,2,,Channel Issue,1,1
ID1231390038,cant set up my new tv/dvr box,2,,Dvr Issue,1,1
ID1231395503,"Just installed a new modem,  At first, the speed was fine, but after an hour or two the download speed keeps dropping.",2,,Speed Issue,1,1
ID1231396304,i did a speed test and  it says i have 15.41 mbps when i thought im suppose to have 20mbps,2,,Speed Issue,1,1
ID1231396552,How can i get phone service if i were to purchase my own modem?,2,,Plan Explaination,1,1
ID1231396553,my account is locked,2,,Account Disabled,1,1
ID1231398985,I have slow internet and have already power cycled the modem,2,,Speed Issue,1,1
ID1231400674,If i get a package that doesnt have the free home wifi but i have my own router can i still get wifi,2,,Details Of Existing Plan,1,1
ID1231401614,lost password,2,,Login Issue,1,1
ID1231404308,THE WEBSITE IS NOT ALLOWING ME TO REGISTER MY USER NAME,2,,Account Info,1,1
ID1231406660,I get an error message while activating my modem,2,,Modem Setup,1,1
ID1231407244,"Why my TWC ID works on my lap top, and not on my Roku on TV?",2,,Tv Setup,1,1
ID1231408256,i got locked out it says,2,,Account Disabled,1,1
ID1231411776,I am inquiring into status of an oper order,2,,Order Status,1,1
ID1231412814,ID:4379626350,2,,Account Info,1,1
ID1231412985,I just placed a order how long until my internet is upgraded,2,,Details Of Existing Plan,1,1
ID1231414802,We have no picture,2,,Channel Issue,1,1
ID1231418026,upload speed is too slow,2,,Speed Issue,1,1
ID1231419309,very slow connecrion,2,,Speed Issue,1,1
ID1231419442,"my internet seem to be very slow, 10.something Mbps for either download OR upload, i thought i was paying for at least 20Mbps",2,,Speed Issue,1,1
ID1231423192,Internet activation appointment message,2,,Appointment,1,1
ID1231425743,just spoke to two other technical support persons and my wifi had a decent speed then we rebooted the modem to try tomake the signal even better but now it has dropped to 48.78 and my upload speed is 5.74 i was getting 86,2,,Speed Issue,1,1
ID1231427402,"my computer was hacked about a week ago, i suspected my TW email password may have been compromised so i contacted TW and was told because i no longer live in NY i had to change my email address, but was told id have access to my old mail for about a week so i can get my saved folders off of it . I was not able to access it at all is there still a chance to get into it before it disappears for good?",2,,Account Info,1,1
ID1231430360,why is my internet not working,2,,Internet Not Working,1,1
ID1231431551,My cable box does not appear to be turning on,2,,Cable Box Not Working,1,1
ID1231435753,I need to log into EMAIL which has changed Incoming mail Server to mail.twc.com,2,,Email Issue,1,1
ID1231436827,i need password for talking with twc,2,,Login Issue,1,1
ID1231437354,reset my box .,2,,Cable Box Not Working,1,1
ID1231438423,account and mail,2,,Account Info,1,1
ID1231444621,I am locked out,2,,Account Disabled,1,1
ID1231460415,Purchased a smart TV and would like to know if there is a specific 'box' to connect to the TV.,2,,Tv Setup,1,1
ID1231462649,Range does not extend to living room,2,,Internet Not Working,1,1
ID1231462654,I cant log in my email i forgot my pass word but i am not a customer any more,2,,Login Issue,1,1
ID1231462659,Best modem to buy,2,,Purchase Modem,1,1
ID1231463645,How can i progrwm remote to control cisco stb,2,,Remote,1,1
ID1231463646,"hi, my cable box doesn't work. i am sick and tired of this horrible service",2,,Cable Box Not Working,1,1
ID1231464659,slow,2,,Speed Issue,1,1
ID1231466001,"How to view daily schedule online, for Dallas, 75248?",2,,Service Availablity,1,1
ID1231467312,We had a power outage in our neighborhood and Internet access hasn't restored.,2,,Internet Not Working,1,1
ID1231475078,What is my voicemail access number?,2,,Voice Mail,1,1
ID1231483383,"Can't remember my correct password to get into my email account.  I am at work and my place of employment has the ""I forgot my password"" blocked so I can't access it the link.",2,,Login Issue,1,1
ID1231483386,My account is locked ou,2,,Account Disabled,1,1
ID1231486468,the internet has terrible varible speeps of 3 mps both,2,,Speed Issue,1,1
ID1231489474,"I have received the new Arris modem. I will likely return it, uninstalled, because I do not want to disrupt the wifi network I currently have. There may be a way to configure the Arris to a bridge mode but I'm not going to pretend I know all that much about doing that sort of thing.",2,,Return Box,1,1
ID1231490811,We have a scheduled appointment today but my husband for got to give me the time.  I just want to confirm the time so that I'm here for the technician.  Thanks!,2,,Appointment,1,1
ID1231492479,No one has showed up to bury a cable installed about 2 months ago.,2,,Cable Issue,1,1
ID1231493354,Just had my email password reset but lost it in my previous chat when I closed it.  Email address is baberrelez@hot.rr.com and I'm in my email right now but can't reset my password.,2,,Login Issue,1,1
ID1231496496,Sales Department,2,,Login Issue,1,1
ID1231498424,Cable was not buried after installation about 2 months ago.,2,,Cable Issue,1,1
ID1231499761,How can I improve my interent speed,2,,Speed Issue,1,1
ID1231501772,"Paid my bill a few days ago but my modem doesnt have full access to internet, what should I do? I've already tried unplugging and plugging back in",2,,Modem Issue,1,1
ID1231503437,"I purchased my own modem from the approved list, but how do I hook up my phone as it does not have a phone jack?",2,,Phone Setup,1,1
ID1231512478,"My cable,phone and internet are out",2,,Internet Not Working,1,1
ID1231526386,"Can I bring in for a replacement, it is not working anymore, and I have tried to reboot several times",2,,Modem Issue,1,1
ID1231528244,How to register DVR from remote,2,,Tv Setup,1,1
ID1231532115,I have forgotten the password to my wireless modem. How do I reset it?,2,,Login Issue,1,1
ID1231535951,"We had a technician come to our house last night.  We did not get a call beforehand that he was on his way, and his truck did not have Time Warner printed anywhere on it.  His appearance was kind of disheveled but it was the end of the day. Just want to be sure he was actually with you guys.  His name was Jeff and it just kind of creeped me out.  I was home alone with my 6 year old granddaughter.",2,,Appointment,1,1
ID1231539489,NO SERVICE,2,,Service Issue,1,1
ID1231540884,the box that was installed to provide tv service is broken,2,,Cable Box Not Working,1,1
ID1231542383,Online Account Disabled,2,,Account Disabled,1,1
ID1231544457,My wifi is very spotty and often does not work.,2,,Home Wifi,1,1
ID1231550051,"DVR does not work, now my cable box/dvr WILL not boot",2,,Dvr Issue,1,1
ID1231551513,My account is locked,2,,Account Disabled,1,1
ID1231552939,Add TV connection,2,,Tv Setup,1,1
ID1231554396,How can I cange my email accounts passwords,2,,Email Issue,1,1
ID1231556600,Does TWC recommend a specific WFI booster? range extender?,2,,Home Wifi,1,1
ID1231556603,acct says im not in records,2,,Account Disabled,1,1
ID1231556613,What is my account number or TWC ID? I have not received either pitches of information but need one of them to continue setting up my modem.,2,,Account Info,1,1
ID1231558073,setting up home wifi,2,,Home Wifi,1,1
ID1231561104,internet not working,2,,Internet Not Working,1,1
ID1231565641,Just chatted with an agent and we changed the channel now no devices can access wifi except this computer that is hardwired to modem,2,,Home Wifi,1,1
ID1231571897,unable to add #s to selective calling for the last 4 days..tried 5 diff pcs and 3 diff browsers with no luck....able to log in ..Phone setting never works,2,,Phone Setup,1,1
ID1231576367,i did not remeber my online password and now it is diabled how do i get it to work again,2,,Login Issue,1,1
ID1231585772,I was just given a iPad air...am trying to connect to a Wi-Fi network....I checked Skip's network but when I try to connect...the other choices are ASUS or HP-Print-45-Photosmart 7520..I am currently using the eithernet to get internet...any idea of what I am doing wrong?,2,,Home Wifi,1,1
ID1231586590,Some channels are not available anymore on our TV. Was there a problem on our last bill?,2,,Channel Issue,1,1
ID1231589853,One of my set top boxes not working,2,,Cable Box Not Working,1,1
ID1231592963,This will be my 3rd request to reset my email password today - I get it changed and log in but can't seem to change it and reenter it to get logged in.,2,,Login Issue,1,1
ID1231599346,"I was chatting with Aaron and getting help, then just like my cable we were disconnected.  My cable box is frozen",2,,Cable Box Not Working,1,1
ID1231599352,"As usual me customer ,yestarday some technician show up and disconected my service for no reazon. What s going in with that. Any way i am tired of this thing going on",2,,Service Issue,1,1
ID1231599369,"I have had to reset my modem 3 times this morning because of an ip conflict or no ip address, why is this happening?",2,,Modem Setup,1,1
ID1231601882,"The internet cuts out at least once a day.  After following all trouble shooting lists, the only option that works is to fully unplug both the modem and the router, wait 10 seconds and replug them both in.  However we need to do this at leaset once a day.  The problem occurs on both WIFI and ethernet and has been ongoing for months.  Can you please assist?",2,,Internet Not Working,1,1
ID1231602730,"Why is my web email always very, very slow?",2,,Email Issue,1,1
ID1231608285,no channels,2,,Channel Issue,1,1
ID1231608311,Do I have a fixed IP address?,2,,Modem Setup,1,1
ID1231609078,my connection speed is very slow,2,,Speed Issue,1,1
ID1231609104,what is my username?,2,,Account Info,1,1
ID1231611374,ip address,2,,Modem Setup,1,1
ID1231613644,where can I find my username? I'm having trouble setting up,2,,Account Info,1,1
ID1231613649,"I get a recording that they are aware that one of my cable boxes won't reboot, but the box has not been working for 3 days. I would like to speak to live person.",2,,Cable Box Not Working,1,1
ID1231618470,unable to log in to account,2,,Login Issue,1,1
ID1231626404,If you have the Starter TV does it go through all of your tvs or just the one the cable is hooked up to?,2,,Plan Explaination,1,1
ID1231627998,my home phone is not working. no dial tone.,2,,Dail Tone Issue,1,1
ID1231631248,service upgrades,2,,Upgrade Plan-Internet,1,1
ID1231631270,ISP Service,2,,Modem Setup,1,1
ID1231632960,The password I've been using to login to TWC / Music Choice for 3 years suddenly quit working. I've reset it and the site still won't recognize the password I JUST changed it to.,2,,Login Issue,1,1
ID1231638460,"We had our service setup today and when the tech was here he swapped our number and we had dial tone just fine.  Now 30 minutes later, we have no landline dial tone.",2,,Dail Tone Issue,1,1
ID1231640863,Viera Cast cannot connect to the internet. It says I might want to enable DHCP on router?,2,,Internet Not Working,1,1
ID1231647330,no connection,2,,Service Issue,1,1
ID1231648920,"Will a Motorola SB1682 modem work with my Time Warner Cable broadband service? It's not on the approved list, but the specifications look exactly the same as the SB1641, which IS on the approved list",2,,Plan Explaination,1,1
ID1231649716,Internet available in my area,2,,Service Availablity,1,1
ID1231653768,My internet is still having problems.,2,,Internet Not Working,1,1
ID1231660352,how do i use twc mobile,2,,Phone Setup,1,1
ID1231661908,"my download speed is about 10, my upload speed is about the same. My plan says U*ltimate 100.",2,,Speed Issue,1,1
ID1231662717,"If I get a 4k TV, do I need a different cable box to support it?",2,,Plan Explaination,1,1
ID1231665092,how can i get to modem firewall settings,2,,Modem Setup,1,1
ID1231673138,Why can I not receive the Hallmark stations?,2,,Signal Issue,1,1
ID1231676321,my connection is not the speed I am paying for,2,,Speed Issue,1,1
ID1231677067,trying to find connection to TWC modem box so I can verify if ports are open for xbox,2,,Modem Setup,1,1
ID1231683048,trying to activate HBOGo and have code of H5687w but it does not work,2,,Channel Issue,1,1
ID1231688725,I am ready to activate my internet service. I have my own modem.,2,,Internet Not Working,1,1
