,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
"Modifications, Cancellation and Refunds",-1.49286470943,-0.396744506404,-1.10323719737,-0.880370840127,-1.65728062802,-1.11008242938,-1.17223856502,-0.218709618199,-1.15325307184,-1.40472960707,-1.10308985862,-1.81096619027,-1.55287856424,-1.06119145477,-1.08752088816,-1.355155317
Product or Service Quality issues,-1.61936801808,-1.84211411924,-1.33798056798,-1.82758611564,-1.5659020428,-1.66328477226,-1.05241731672,-1.32028369193,-1.02309220681,-1.5719529261,0.486150636853,-0.567327319774,-0.51584549968,-1.38888362641,-1.19550826804,-1.419511393
"Modifications, Cancellation and Refunds",-2.10156929095,-0.197158301605,-1.21927809151,-1.69854188296,-1.90124655471,-2.13484915922,-1.25132848027,1.09442730405,-1.2232382255,-1.74301738672,-1.94347916468,-1.67813229586,-1.68957548442,-1.74284068028,-1.41001054655,-1.32514686148
Purchase Pricing Enquiry,-2.0339884624,-1.25753098961,-1.08463119559,-1.13776307263,-1.55572110223,-1.62261207511,-1.01031130053,-1.8734318357,-1.06475692327,-1.40590955261,-0.581296228463,0.299744550235,-1.13763293571,-1.50750794892,-1.63910101287,-1.25470956185
Account Management,0.497366959524,-1.21825434187,-1.13633888675,-0.524784331667,-1.1433775552,-0.8088169801,-1.01341963312,-1.04844277736,-1.20281780873,-1.2039549509,-1.61735716826,-1.68727828771,-1.53851874207,-1.28554569717,-1.76828924331,-1.42507238961
Disputes,-2.29776011003,-1.57679646963,-1.18057403044,-1.42815376635,0.620771678595,-0.399362047152,-1.1373484458,-1.59714508208,-1.14876537521,-1.40965297806,-1.59895471152,-1.52088326881,-1.62005777136,-1.61119688086,-1.2134530616,-1.165175718
Purchase Pricing Enquiry,-2.33075874774,-1.04938189569,-0.89206554561,-0.884099074858,-0.646039774218,-1.11163740356,-1.29692315952,-0.736274164541,-1.28602378971,-1.68688869322,-1.94034458562,-0.490974652216,-1.41654493622,-1.12313810532,-1.84447279923,-1.41729114046
Account Management,0.00954916460895,-0.657232258871,-1.00490585813,-1.06864016797,-1.10937098145,-1.74005241753,-1.05526046079,-0.867313717441,-0.857986704253,-1.13159838668,-0.985865655185,-0.891964780624,-1.06084676792,-1.87795686748,-1.42340454995,-1.10011452472
Website Issue,-0.520863239108,-0.804610876557,-0.993412893415,-1.01004626143,-1.28605875647,-1.55418493368,-1.03592920372,-1.50540164861,-0.691916774935,-1.29933292855,-1.3069619916,-0.894610291737,-1.31980853948,-1.2070707606,-1.22599026358,0.0974648881379
Account Management,-0.0459666124959,-0.700142850792,-1.18315190979,-1.22543778229,-0.489418552007,-1.01211786951,-0.747400696542,-0.96975435417,-1.15702640211,-1.42442676723,-1.88444794266,-1.36720079171,-1.40711107878,-1.30013903925,-1.25603203837,-1.13097721196
Account Management,1.0702001306,-1.40402238244,-1.00528342822,-1.09837939092,-1.3578042408,-1.41885198293,-1.16904208001,-0.687033391109,-1.29341331952,-1.27420094338,-1.6105827105,-1.74685444563,-1.00835069082,-1.53077067432,-1.1352465098,-1.51517490346
Account Management,0.599940420204,-1.19635133293,-1.06614228476,-1.19616173333,-1.39772374005,-1.16822010108,-1.20300472628,-1.28556888097,-1.00368336905,-1.66673356725,-1.11406716339,-1.635625444,-1.33937037334,-0.966846464257,-1.51385969091,-1.12680190032
Account Management,1.23387980809,-1.8385404525,-1.19446513586,-1.19452126397,-1.50487392985,-1.0123839211,-1.16018716825,-1.35571459658,-1.19439788269,-1.29741426048,-1.0120918874,-1.21544060563,-1.47806016387,-1.38265321161,-1.53294744017,-1.35073316208
Billing & Payments,-1.52608173477,1.69501218552,-1.34801489123,-1.46336658262,-1.39760133078,-1.52256968045,-1.30671155344,-1.20681769614,-1.34252791955,-1.97034474926,-2.22565051588,-1.99065944634,-1.76044474477,-1.66923878199,-1.46364631601,-1.53812491618
Account Management,0.153493731684,-0.678602028794,-1.26258655477,-0.943351278644,-1.06625020496,-0.805913138379,-1.00812274853,-1.299287506,-1.3050473461,-1.32807655486,-1.61630982431,-1.41448016211,-1.4499826003,-1.26244580751,-1.92791579867,-1.59182186982
Purchase Pricing Enquiry,-1.62379695271,-1.39987749311,-1.11119393508,-1.12607031869,-1.48108958311,-1.48490299583,-0.976859617622,-1.82939920898,-1.02876970979,-1.09827065214,-1.62098926979,1.38892564479,-1.6089180466,-1.56076491034,-1.95038410923,-1.10493095841
Scheduling Appointments,-1.50905276505,-1.4074190946,-1.05183798153,-1.27010060954,-1.3845002827,-1.43975637648,-0.94117262267,-1.62130534095,-1.03768393521,-1.15471789171,-0.705169901029,-1.32360196023,0.262017099577,-1.20854457292,-1.41712669787,-1.21070862427
Shipping  & Order Status,-0.795041456825,-2.20648052009,-1.01320930514,-0.657451098066,-1.79494602075,-0.619361375729,-1.11798303945,-1.22820297986,-1.09031865527,-1.11686487402,-1.43247285129,-2.23028673056,-1.38819087723,-0.482200419004,-0.960391974407,-1.18993779681
Purchase Pricing Enquiry,-2.26712525816,-0.970225341653,-0.68214558956,-1.34380820502,-1.1520867293,-1.42956917206,-1.18731882463,-0.875195526311,-1.18758181811,-1.22559257405,-2.02578510199,0.929012418672,-1.13163808288,-1.68943194096,-1.63264309836,-1.2197112217
Product or Service Details,-0.837738666917,-0.868741379064,-0.956481132066,-1.42464234225,-1.21214525176,-1.54612969186,-1.01679007896,-1.36863645975,-1.02451876786,0.828226211676,-1.63416305872,-0.467711848722,-1.05419306139,-0.927173121743,-1.10032156144,-0.923016012495
Account Management,-0.453339932348,-0.784266984072,-1.0902399129,-0.635092980035,-0.798628757731,-1.0729157045,-0.905239685463,-1.01918206904,-0.749121284508,-0.718102760667,-1.64515041743,-0.623689446256,-1.17048901191,-1.94016490736,-0.693992034807,-1.16573704956
"Modifications, Cancellation and Refunds",-2.01570198217,-0.452860747782,-1.17073175488,-1.5983732991,-1.70778944092,-1.70437483313,-1.25836792897,0.563741813805,-1.22119349168,-1.3052348116,-1.65940271031,-0.540937654368,-1.69445106909,-1.8365646743,-1.70140261405,-1.20228843192
Purchase Pricing Enquiry,-0.906518706971,-0.768154477781,-1.1862039329,-1.63076933784,-1.70842759426,-1.23118860532,-1.09234320097,-1.69145636189,-1.0397014503,-1.18307391108,-1.21081310003,1.13240855838,-1.72338236414,-0.777626781221,-1.65352145012,-1.29126126121
Billing & Payments,-2.7919832243,1.55354508558,-1.07360775748,-1.47580420521,-0.883516512926,-2.03559391971,-0.790904857892,-1.74334586471,-1.01441787889,-1.06187436705,-1.42578553041,-1.57640283613,-1.46058143163,-1.75507702212,-1.34799186324,-0.998255185157
Account Management,0.168303455316,-0.357916319627,-1.26474920488,-1.77164367033,-1.44575933966,-1.31828672119,-1.54770307067,-1.59187818703,-1.25089162072,-1.991469705,-0.660483093139,-1.40506959311,-1.3806310378,-1.30165239431,-1.77571252658,-1.02263351879
Scheduling Appointments,-1.0721841509,-1.52968789352,-1.29331286696,-1.61160602286,-1.32278532504,-1.31256683535,-0.963745262598,-1.81273680564,-0.977745294981,-1.0348137202,-0.958109705611,-1.66504020161,0.782920734831,-1.36385281668,-1.11053714961,-1.02903913298
Account Management,0.951341240274,-1.6746327461,-1.505956606,-1.12094350111,-1.3303529348,-1.43504716132,-1.28331165652,-0.222034953295,-1.42295389856,-1.84332648992,-1.7276626841,-2.09846962111,-2.01170343294,-1.13688951073,-1.0798265677,-1.50100563193
Disputes,-1.68297028193,-1.54924827423,-0.927505500167,-1.25580156673,1.21261241875,-2.14915985919,-0.943140465181,-1.78774554755,-1.1255037632,-1.19345932138,-1.42994467423,-1.45320737342,-1.3510437708,-1.33032290109,-1.66993864745,-1.2232960241
"Discounts, Offers, Promotions",-2.44936897399,-1.96799819339,-0.99974291293,1.17054559289,-1.62336934744,-1.61882395275,-0.998906558547,-1.78224543307,-0.996072206131,-1.07542486816,-1.29413300381,-1.38424051842,-1.24160199832,-1.34259164859,-0.909275547522,-1.20533056036
Shipping  & Order Status,-1.05698302151,-1.95989497948,-1.2297021801,-0.318094025773,-1.5057773861,-1.56415224546,-1.31997156303,-1.06560361805,-0.885140608253,-2.19533216949,-1.73940354843,-1.3049937098,-1.31506585084,0.706715177488,-1.51065610608,-0.938662907836
"Discounts, Offers, Promotions",-2.24728043725,-1.69224796053,-1.3240754981,1.73084827065,-1.3254473027,-1.96775306311,-1.24594292527,-1.91889825723,-1.29088228932,-1.62826397454,-2.10397237711,-1.51062243089,-1.46386074212,-1.511053,-1.07383238765,-1.325581623
"Modifications, Cancellation and Refunds",-2.33729755497,-1.55168292783,-1.32663260106,-1.43816645573,-1.48316074896,-1.22968612237,-1.34017747087,0.298263680786,-0.950375657445,-1.93408803846,-1.27274866083,-1.4687117139,-1.51382363927,0.227441924459,-1.24439812468,-0.932113185989
"Discounts, Offers, Promotions",-1.68290856974,-0.912213994767,-1.0277622229,0.0451775324004,-1.55655361848,-1.45267263511,-0.998608510076,-0.764402007274,-1.04981407637,-1.21010228923,-0.794973994253,-1.32315781582,-1.21032578083,-1.37356189799,-0.588482404474,-0.989882986113
Purchase Pricing Enquiry,-1.92901857533,-1.91238012969,-0.991975387814,-1.14445661193,-1.25002982798,-1.3360966528,-1.07049593293,-1.57811535112,-1.03161550425,-1.1688056997,0.036253310815,0.263194558816,-1.39753445273,-1.12002711608,-1.43149044172,-1.18299136572
"Discounts, Offers, Promotions",-0.747909203719,-0.601611524326,-1.1451896272,-0.404702989979,-1.17963402876,-1.36026696382,-1.04902273187,-1.24141367015,-1.03937016251,-1.77936753236,-1.27293825417,-1.15897260565,-2.08473292647,-0.783313104015,-0.921048520442,-1.19288403288
Billing & Payments,-1.47644093908,1.08297884872,-0.975352212741,-1.31940525856,-1.09510599183,-2.32935830726,-0.943906410725,-1.72341857498,-0.992637110569,-1.32010929718,-2.07989419933,-1.96861131175,-1.35257894846,-1.35612575913,-0.835299311365,-1.07181227757
Disputes,-0.959075695086,-1.00981234379,-0.955453700954,-1.50401351876,0.19463586395,-1.30974696222,-0.902420297583,-1.43075025661,-1.02134986361,-1.18353060754,-1.13840617962,-1.59599008885,-1.3306942507,-1.19255243941,-0.926908586359,-1.1653433378
Account Management,-0.320436674262,-0.569485690623,-0.930614024402,-1.41982824462,-0.504388305161,-1.52733653562,-1.0916439834,-1.02017923737,-1.03059896101,-1.76836321035,-0.890725953774,-1.14402513983,-1.26923154043,-1.18928366784,-0.793355787051,-1.0085558361
Fees and charges,-1.72041922189,-1.35445908227,-0.959120906496,-1.76611583713,-0.383788284655,-0.248364336295,-0.89868680637,-0.717287366284,-0.848113251465,-1.02280841846,-1.36832887451,-0.879221168336,-1.06700157395,-1.18659311328,-1.78428661084,-0.980269269683
"Discounts, Offers, Promotions",-1.83730600081,-1.45998698247,-1.16316048335,1.14779067935,-1.23787839435,-1.79861603605,-1.11846047649,-1.50988496134,-1.18373279214,-1.43571456564,-1.21607804311,-1.46070429615,-1.17837229968,-1.38485837222,-1.13744767791,-0.86482029553
"Discounts, Offers, Promotions",-2.85500548838,-1.66094717366,-0.993446720982,1.97540263163,-1.5293504627,-1.36260310832,-0.978139956907,-1.49914265086,-0.996937807991,-0.985700071235,-1.20069857285,-1.25329350518,-1.18075680894,-1.27889812329,-1.17897706277,-1.0825606593
Account Management,1.38543436564,-1.71404118124,-1.10486956281,-1.30569383254,-1.23429964055,-1.16419202729,-1.14875480013,-1.46795848281,-1.25439504421,-1.78075767683,-1.5942529228,-1.85340206028,-1.21192168371,-1.13404101899,-1.30857903349,-1.55670281091
Scheduling Appointments,-2.1507772614,-1.14792674426,-1.00715921674,-0.739475267474,-1.02890782767,-1.26232704082,-0.876377311558,-1.614789488,-1.0777008195,-0.728732668325,-0.790040543651,-1.34511090585,-0.362757741738,-1.5835565883,-1.153428533,-0.952024850628
"Discounts, Offers, Promotions",-1.70416338725,-1.08212140115,-1.16620167396,0.94511650795,-1.59051016867,-1.38937540639,-1.2562561276,-1.36896491203,-1.07812284152,-1.34927473735,-1.19460641341,-1.66482303711,-1.41401217023,-0.691337187867,-1.32252123854,-1.23767924247
Product or Service Quality issues,-1.56591078191,-0.894059392267,-1.35574197161,-1.94295577096,-1.52042549158,-1.2355071668,-1.20607962275,-1.69714626838,-1.15120027538,-1.33836915165,1.98919761556,-1.48675501003,-1.45159656686,-1.44444630386,-1.33827433736,-1.21597326933
Billing & Payments,0.0358703265538,0.333121841582,-1.21938926612,-1.33613923016,-1.89681795982,-1.41261392301,-1.07110094801,-1.57440675095,-1.13084070797,-1.64708199217,-2.25221487255,-1.67106061692,-1.24893914869,-1.50939999823,-1.34163317447,-1.33016865006
Fees and charges,-1.15583571573,-1.09320346764,-1.27097336152,-0.394960398779,-1.66927053479,-0.342926447572,-1.15444303006,-0.462125548224,-1.38076476744,-1.87989637458,-1.70151708025,-1.55448301592,-1.47667249281,-1.8813916017,-1.00219122083,-1.4116357991
Billing & Payments,-1.79774946415,0.391487610829,-1.08837110233,-1.44259953752,-0.909048179316,-1.32311248521,-1.13993507139,-1.45480142539,-1.20721567258,-1.45867916631,-1.68902232279,-0.752949973529,-1.50383581493,-1.27667432769,-1.23285529539,-1.32539682048
Product or Service Details,-1.02736495824,-1.29533763153,-1.10418397538,-0.99814428199,-1.3045028595,-1.38570898714,-1.14977001424,-0.865343005291,-0.789731897987,0.0306756251824,-1.26609056993,-1.42699108007,-0.87363557702,-1.01134228272,-1.34706345038,-0.876476056985
Product or Service Quality issues,-1.38696836756,-1.15076780332,-1.00873367363,-1.59128517526,-1.32274988589,-1.12679632307,-1.10118402906,-1.6828827554,-0.981902584844,-0.875340267016,0.198054612092,-1.32349316275,-0.314599296496,-1.25281058237,-1.27170779085,-0.994494854947
Billing & Payments,-0.883019335851,0.412806258098,-1.42997913221,-1.31542391539,-1.08560011593,-0.732048666345,-1.43193979215,-1.57535663791,-1.55748831481,-1.7076496963,-2.1414862835,-1.59738667283,-1.9155089327,-1.89865089247,-1.55167869883,-1.53714215538
"Discounts, Offers, Promotions",-1.92855601223,-2.17967414462,-1.21441970722,0.8982989634,-1.88587213438,-1.62673102325,-1.15993709578,-2.07242908867,-1.10162427577,-0.982103447055,-1.67659349694,-1.32078451802,-1.38773790412,-1.58622984514,-0.914676044031,-1.28343851603
Account Management,0.75949355942,-0.801908002673,-1.17597451301,-1.38922096712,-1.43807784535,-1.00796997036,-1.18053350804,-1.44334403904,-1.00621710665,-0.967248516954,-1.74808069648,-1.22491082276,-1.1393473817,-1.22871231865,-1.31447460566,-1.33684108071
Shipping  & Order Status,-1.566121209,-1.16826121404,-1.53952828795,-1.43400120787,-0.936316700037,-1.43023865199,-1.24392977648,-1.03388271266,-0.722138360037,-1.73332671058,-1.4759572963,-0.902465840911,-1.82730019788,0.182245790557,-1.14544557774,-0.693702374603
Account Management,0.758645911279,-1.21527998493,-1.07580452717,-1.40215600105,-1.05501922626,-1.45980482524,-1.1506913216,-1.06293067675,-1.01665549586,-1.08483561388,-1.59188022342,-1.58927688696,-1.40751480649,-1.22385172148,-1.09318159473,-0.914420549155
Account Management,-0.372759122166,-0.880228236115,-1.30412666519,-1.55517463189,-0.896377034787,-0.556205675794,-1.00715342777,-1.01805870416,-1.37164359389,-1.5542443358,-1.85842344458,-1.08357436563,-2.11413708287,-1.92934884598,-1.32827558434,-1.22966791965
Account Management,-0.0406702430189,-0.768021926903,-0.877478917855,-1.07815023531,-1.12751907207,-1.11333668949,-0.954505127763,-1.29969972772,-1.08858029734,-0.897960099849,-1.23496821297,-1.48938583681,-1.12074293232,-1.31108069327,-1.07919021411,-1.07918586463
"Discounts, Offers, Promotions",-1.24386824704,-1.33516966119,-1.19127865505,0.24664688611,-1.28100808181,-2.06874362128,-1.21191920661,-1.05409880963,-1.15128757431,-1.27742063135,-1.73670995848,-1.47790296497,-1.47419185202,-1.25059812836,-0.657266222581,-1.16258189405
Product or Service Details,-1.43792466801,-0.997168398513,-0.996117942785,-1.27318221548,-1.46075253571,-1.02259774603,-0.878574292707,-1.66657142124,-0.999969336611,0.416459106781,-1.11352280789,-0.957810890439,-0.966576293998,-1.37637672751,-0.0988395718383,-0.835543702484
Fees and charges,-0.603597173132,-1.53895948121,-1.08274309099,-1.47012060252,-1.8655203752,0.359407319977,-1.18742233628,-1.21210382412,-1.0579166184,-1.0980256612,-1.45544691232,-0.955500772612,-1.11989216944,-1.38993079968,-1.37580095401,-0.9737172667
Disputes,-2.49334514942,-1.85026811241,-1.14977959678,-1.66773232395,1.25975498765,-0.796300800354,-0.919818108677,-1.58984786125,-1.15812127677,-0.961323724176,-1.11876747451,-0.858940790171,-1.51111766689,-1.42957902109,-1.44741287039,-1.21817916287
Billing & Payments,-0.620841965011,-0.21235122448,-0.988626865527,-1.05837633858,-1.23182880947,-0.450838988037,-0.868097651832,-1.26978399394,-0.967204250877,-1.13725957533,-1.32232500369,-1.30328110882,-1.82091854407,-1.3691378493,-1.49540998647,-0.879281123398
Account Management,0.863090335986,-2.3790793973,-1.20737021419,-1.36911890021,-1.31413707564,-1.06326622359,-1.01964698682,-0.836711455922,-1.03650954903,-1.11094979909,-1.4064489302,-1.6301726252,-1.48305282524,-1.32130974912,-1.11782434735,-1.11771236181
Fees and charges,-1.16201120344,-0.686596248101,-1.19510929443,-1.72590353764,-0.643370648236,0.137802873464,-1.20757661903,-1.40123562187,-1.16828558987,-1.31203718275,-1.89849101987,-1.26807959687,-1.37029896507,-1.71569832263,-1.72081250957,-1.19273383049
Scheduling Appointments,-0.864374052842,-0.940475272354,-1.16358852112,-1.1764372312,-1.4025863925,-2.05349957614,-1.11814093976,-1.44994923014,-1.05425959564,-1.51879292556,-1.44143359417,-0.952751078558,0.626754145508,-1.45969973553,-1.06164281532,-1.36246829212
Product or Service Details,-0.93583089819,-0.956533843781,-0.937341191385,-0.99987188593,-1.00954558079,-1.09861005481,-0.896691993148,-1.36657706707,-1.23896973074,0.673985704728,-1.05330569898,-1.44845015921,-1.11362989417,-1.06251695526,-1.05396408725,-0.935342013864
Account Management,0.27107207744,-0.567852940805,-1.10052825981,-1.12088469007,-1.5948970808,-1.79608220525,-1.19017266455,-1.1402627396,-1.04102900762,-1.34138123699,-0.550608425638,-1.52156058386,-0.754744340119,-1.44586822137,-1.60554965459,-1.16480772821
Billing & Payments,-1.93604889403,0.604275979619,-1.13517921653,-0.820439525812,-1.54104079167,-1.30499315049,-1.14301569816,-1.38766253599,-1.27615238699,-1.39688714229,-1.38354620918,-1.87386932207,-1.11144792566,-1.88800909116,-1.25354832262,-0.97343671212
Shipping  & Order Status,-1.11664104299,-1.89651740159,-1.11256043206,-0.354261487437,-1.15366824638,-0.837671368156,-1.17608473268,-0.992516913894,-0.96467529748,-0.854759040856,-1.51795482424,-1.49746559247,-1.83442894398,0.273019964827,-1.10057828263,-0.933192642746
"Discounts, Offers, Promotions",-1.27432517009,-1.05673161725,-1.33439208564,0.16877214314,-1.55422903652,-1.45070167927,-1.21153468851,-1.7912381781,-1.20284006351,-0.453707252428,-1.24196891737,-1.29990786885,-1.22119928804,-1.11148766412,-1.39436835292,-1.33561729481
Account Management,-0.244160852863,-0.464684454906,-0.935507726064,-1.09396513853,-1.90334982247,-1.36933012741,-1.00534221118,-1.27855473198,-0.868909809307,-0.993886638144,-1.08016134101,-0.540857709127,-1.01494847084,-1.05740132016,-1.38285557462,-1.18345164819
Scheduling Appointments,-1.92176862874,-1.56806507567,-1.46749930489,-1.77505450084,-1.35285937258,-1.5305601551,-1.02402328597,-1.45343653531,-0.966000011535,-1.2696618284,-1.62633448319,-1.35608233509,1.40241133509,-1.35748414345,-1.1047837896,-1.12870399929
Product or Service Quality issues,-2.02374504805,-2.16258580443,-1.28643896494,-1.64756986509,-1.26922524242,-1.39706299755,-1.0470512138,-1.36336828862,-1.22996839067,-1.08189684269,0.418008379913,-0.743656121708,-0.959161278415,-1.3923633377,-1.47801370615,-1.42600342732
"Discounts, Offers, Promotions",-1.16242237442,-2.00594235332,-1.21450222593,0.735321668685,-1.3801777397,-1.15349266166,-1.05816205634,-1.54366783309,-1.25002590938,-1.19887305495,-1.46067024519,-1.94041169353,-1.62231588144,-1.35607142963,-0.483076185533,-1.37207837656
Fees and charges,-1.11437194718,-1.85733051678,-1.14597410306,-1.39021751477,-1.64207524346,1.20381228403,-1.16676696454,-1.46993416779,-1.1278531728,-1.19070713791,-1.27683933062,-1.61214549124,-1.27503122254,-1.46196237797,-1.45584843002,-1.24125317799
Scheduling Appointments,-1.40047773608,-1.24143139919,-1.19662458516,-1.54711792772,-1.42990234606,-1.4279075243,-1.03641168666,-1.66479470384,-1.08078158374,-1.25024104898,-0.123919348144,-1.03635959688,0.252279948739,-1.34493763816,-1.34740956162,-1.2421016041
Fees and charges,-1.56876333762,-0.547476682566,-0.752714956547,-1.17104995908,-1.08911602771,0.20984223226,-0.840466518685,-1.2688200655,-0.958063251679,-1.13776419655,-0.724836966435,-1.51784457479,-0.774221281119,-1.23675946811,-1.02603035767,-0.809289696385
Account Management,0.230048759176,-1.17592379446,-1.21121766419,-1.66218285533,-1.24882989631,-1.57123863759,-1.29813692543,-1.82942324701,-1.2692914825,-1.32127569705,-0.423143816158,-1.51609495417,-1.13484009917,-1.75737729542,-0.797521254913,-1.42294207437
Account Management,-0.116271678239,-0.44814881609,-1.15902606982,-0.518893518413,-0.474467120766,-1.93187053683,-1.52232766785,-2.02080714559,-1.34259690685,-2.04304403293,-1.05968287627,-2.18409334434,-2.03619802455,-1.22988884094,-1.27886881881,-1.12432647715
"Discounts, Offers, Promotions",-1.26507916689,-1.72860596901,-0.986739040287,1.24181088954,-1.21500974147,-1.11872338288,-0.967338907124,-0.914977991687,-1.12441707653,-1.19912023061,-1.16353427188,-1.57639572352,-1.25324235766,-1.77329630651,-1.08935751661,-1.05574806228
Product or Service Quality issues,-1.76001197004,-1.59878572147,-1.39160046662,-1.8585487264,-1.6134527603,-0.773322030574,-1.18217265086,-1.05381508611,-1.18246071543,-1.19525620227,0.498643277135,-1.42930695719,-0.455255662739,-1.18132407037,-1.3141312252,-1.31125180607
Account Management,0.523131707118,-1.12881717144,-1.14743228057,-0.755753201739,-1.12288435213,-1.37107155019,-1.3021372043,-1.13243004097,-1.29076985511,-1.71683505326,-1.05389591382,-0.692466422958,-1.04154609407,-1.65775792077,-1.09979682513,-1.42252618279
"Discounts, Offers, Promotions",-1.33021127328,-0.55875031406,-1.13438112307,-0.209949106794,-1.34347732453,-1.10343159532,-0.973692947633,-1.44249565499,-0.470441352324,-0.821807476862,-1.1671151044,-1.05201023006,-1.10702470336,-0.657896855962,-1.2946983948,-0.819617733847
"Modifications, Cancellation and Refunds",-2.33484034305,-1.14076742835,-1.12842831399,-1.71761351968,-1.90547477911,-2.21682849913,-1.15171461314,1.84440118461,-1.12416326231,-1.26500044566,-1.84627366664,-1.51433165708,-1.62158173397,-1.72866916403,-1.2263471067,-1.09032320723
Product or Service Quality issues,-1.81748349079,-1.38216458459,-1.18458320522,-1.35822865968,-1.25073289143,-1.11386160503,-1.1267373905,-1.18908355416,-1.15967517944,-0.907705264162,1.67228740705,-1.64549728459,-1.83547052027,-1.3741053516,-1.18252753053,-1.1556846828
"Discounts, Offers, Promotions",-0.552880066928,-1.68426710159,-1.24209066935,1.32870792125,-1.3793964211,-1.65541977348,-1.09362574005,-2.04452541919,-1.06605217715,-1.36787779516,-2.01120754821,-1.49344873363,-1.33143442255,-1.28688872337,-1.34192538264,-1.23198321891
Scheduling Appointments,-1.41348014338,-1.09083842318,-1.29863116046,-1.3016857092,-1.26416652035,-1.59393275554,-1.00246271509,-1.49846217088,-0.943131816368,-1.50299887241,-1.9068617711,-0.590919534702,1.04321723355,-1.25966525871,-1.35898570198,-1.0888505682
Fees and charges,-1.1036173335,-1.98317413579,-1.21859581447,-1.8583609681,-1.45032154003,1.10014924664,-1.30918642585,-0.92115941986,-1.21305434293,-1.38276531905,-1.62820549263,-1.43790615375,-1.24764167115,-1.37686996267,-1.64805129082,-1.25171260006
Billing & Payments,-1.01144975595,-0.0888106205649,-0.917551608348,-1.15594099782,-0.499817753655,-1.41621659607,-1.0434167074,-1.45647437978,-1.15167040835,-1.23301647684,-1.0868833264,-1.68696870767,-1.33975113189,-1.4333495088,-1.17711971289,-0.893461414457
Account Management,0.28633943345,-0.839444298447,-1.27728621431,-1.29010476531,-1.11248883261,-1.14102043868,-0.926474353247,-1.0427273148,-1.22032662252,-1.37294866981,-1.81924536393,-1.57750898666,-1.50968717566,-1.3252030879,-1.15212586575,-1.45759133151
Warranty & Repairs,-1.18094598169,-1.4241475485,-0.977954774798,-1.36758156125,-1.42678365869,-1.37866445763,-0.96369124288,-1.42388421719,-0.6580221512,-1.16387978416,-1.28523983908,-1.22210890461,-1.02155629557,-0.95840487878,0.847292904717,-1.05093142986
"Discounts, Offers, Promotions",-0.728423977233,-1.10085880286,-0.944982998639,0.128998097178,-1.20041541836,-1.6450957408,-1.01319389369,-1.98277946599,-0.913348045757,-1.17196560757,-0.863971625351,-1.060229812,-1.41491086161,-1.01256724804,-1.07233881962,-0.908151123467
Billing & Payments,-0.155027814647,0.107851961754,-1.08023726162,-1.3590893629,-1.80224921323,-0.749073391481,-1.13739766211,-0.883472238496,-1.40582868117,-1.4804621889,-2.46257511401,-2.18013532901,-1.37484340518,-1.69761862985,-1.37537435884,-1.50877925209
Account Management,-0.354577248323,-0.846459606169,-1.00159010541,-1.53961152161,-1.24342511405,-0.836061708874,-1.07683297097,-0.782500554731,-1.17329913434,-0.896636339501,-1.51116568464,-1.2143511714,-1.27460149025,-0.875830373214,-1.77580599291,-1.44483477113
Billing & Payments,-1.48872470119,0.654544452849,-1.26812905008,-1.23167804765,-0.600838907196,-1.36921653668,-1.29606343168,-1.68143427306,-1.35299136293,-1.83502416747,-2.02912656069,-1.79441492067,-1.87537269151,-1.70905540761,-1.13202100428,-1.61729868422
"Modifications, Cancellation and Refunds",-2.61174344354,0.166783697992,-1.11761056476,-1.32062378892,-0.769105180192,-1.25809234201,-1.1472745302,0.296729403707,-1.28373641306,-1.68392434933,-1.46838596288,-1.6898294661,-1.3918789209,-1.76488669017,-1.31996848625,-1.06859554898
Purchase Pricing Enquiry,-0.500641586495,-1.2087631403,-1.42039688679,-1.28072115979,-1.41378333518,-1.52483523879,-1.28437737855,-1.86927661775,-1.25455489789,-1.34910745522,-1.07039678595,1.44582693175,-1.40070991812,-0.71542876933,-1.30584251421,-1.31625594194
Account Management,1.56850317428,-1.4144337974,-1.28995028799,-1.26368164167,-0.868853402633,-1.15003188305,-1.32021664554,-1.3706606231,-1.40346223653,-1.52200610908,-2.13216380184,-1.76960693997,-1.32247084402,-1.11226617176,-1.43043198557,-1.60341366287
Billing & Payments,-1.01128624942,-0.0877278198892,-0.961733779858,-1.62992844493,-1.08889674168,-1.53927850966,-1.12138698129,-1.52318449972,-0.971903996312,-0.870646735699,-0.621738895279,-0.902471917586,-0.558728460749,-1.50780399725,-1.35835842455,-1.06909526056
Fees and charges,-2.06541671284,-1.28484088994,-1.06764205957,-2.11844060763,-0.248084711458,0.513658305957,-0.9191480817,-1.65850387525,-1.11713175928,-1.15010030156,-0.945610389802,-1.82562903527,-1.80278765189,-1.58209676805,-0.993595150378,-1.19238607643
Fees and charges,-1.19436239461,-1.49546060181,-1.46663171669,-2.03399233032,-0.922898221611,1.38613453269,-1.44725560017,-0.456123787538,-1.40800814217,-1.89797176852,-2.22769883817,-1.78049159298,-1.60609505669,-1.83337579014,-2.27310359585,-1.61229980617
