XTest,sessionId,y__true,y_pred,y_prob_max
 how i can get my reward point,INT-sv1appin06-1436794258929-63295,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.57338187795
my account was debited twice for payment protectioni dont need it,ID660964867,Disputes,Billing & Payments,0.584939423496
i want to close my checking acct,ID1203149884,Account Management,Account Management,0.812735395435
how do i pay my citi card account on line,ID1150615326,Billing & Payments,Billing & Payments,0.475125161828
i see that i was charges foreign transaction fees for 2 withdrawals i made from a citi atm in athens  why was i charged these fees  i have not been in europe in a number of years but i was never charged fees before,ID1208856440,Fees and charges,Fees and charges,1.52586516805
 how do i convert my reward points into cash,INT-va1appin08-1437515776343-46514,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.920917492988
how much guarantee do i get ,INT-va1appin05-1437559966581-49645,Product or Service Details,Product or Service Details,0.438302622918
  i am trying to figure out if there are rewards points for ts accounti received a letter saying i need to redeem miles,INT-sv1appin05-1436743210922-60565,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.76132608124
i would like to book an annual  _end_ yes received reminder to book a ,INT-sv1appin05-1452609326659-176507,Scheduling Appointments,Scheduling Appointments,0.886284128466
i was trying to book an appointment for the boiler offer you have at the moment but i noticed you dont have anytng available until late january and the offer ends monday will i still be eligible for the half price offer you have at the moment,INT-va1appin10-1452785264258-2198,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.796907382408
can you please explain why you charge my account 100 dollars a month for maintenance,ID1202765576,Fees and charges,Fees and charges,0.486974127313
i need to book an engineer for the 1st feb 2016,INT-sv1appin07-1453047579230-217463,Scheduling Appointments,Scheduling Appointments,0.856428084114
i see aston sofa bed is out of stock when will it be back in,INT-va1appin10-1437393868064-34664,Product or Service Details,Product or Service Details,1.08582636432
im rhonda do you get rewards points on balance transfers,ID665156557,Warranty & Repairs,"Discounts, Offers, Promotions",0.613100043731
what is the minimum payment to start a citigold account,ID1145526969,Fees and charges,Billing & Payments,1.056743091
i cant create an account,INT-sv1appin06-1452523210665-165436,Account Management,Account Management,0.957275576211
can i cancel my debit card online,INT-va1appin09-1438019190520-78761,Account Management,Account Management,0.671549979694
i want to set up on online account but my email is being used for my fathers account can i set up online with lesconnolly55gmailcom please,INT-sv1appin05-1452625434124-179311,Account Management,Account Management,0.983603796419
 there is the discount on the boiler only or your total cost,INT-sv1appin10-1452945298955-209785,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.8511484352
how can i make deposits online with my citibank account i understand there is a way to upload cheques made out to you  can i do it here or on my ipad,ID1206101784,Billing & Payments,Account Management,0.604660123677
we moved to a new supplier recently and received our final bill from you wch came to 99p i normally pay online but when i try to pay the final bill it tells me that minimum online payment is pound2 can you tell ,INT-sv1appin09-1450863538573-46857,Disputes,Billing & Payments,0.819271663128
 not sure why i cant register to check accounts online,ID1204502496,Account Management,Account Management,0.869711316736
my fixed price tariff is due to end i pay pound27 per month for gas and pound9641 for electricity and greener energy boiler charge  the cheapest prices you quote me are pound4209 for gas and pound9417 for electricity and boiler  why am i suddenly having to pay so much more for gas,INT-sv1appin09-1453230023649-236633,Disputes,Purchase Pricing Enquiry,0.430619307425
" i used a promo code and then i had to cancel the order because it was spping to the wrong address is there any way to get that back it was 10 off an online order ""when i tried to type it in again it said that it was already used because i did use it on an order that i canceled"" ""okay thank you"" xxxx-xxxx-1912 and xxxxxxx ""yeah i got it in the store it printed out with a purchase i made as a store coupon"" ""that would be great it was my fault i forgot the default address on my phone wasnt mine""",INT-va1appin09-1445093802813-22008,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.491297956097
 there im looking for an annual cost on the landlord boiler repair and cover  for 42 boilers at our private let development can you help,INT-sv1appin08-1453128022220-225078,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.417546390897
"i ant ts order to be delivered to natalie but since i dont have natalies email address to send the gift card for 25 and am using my email address the order is defaulting to being delivered to my address ""yes i am ordering items to be spped to my niece in columbus the order exceeds 150 and target offered a 25 gift card on orders exceeding 150"" i dont know her email address can it be mailed to her at the address she has listed do i have the items listed on a regular cart it went directly there from the baby registry thank you",INT-sv1appin06-1445196100884-930,Shipping  & Order Status,Shipping  & Order Status,1.14449452356
i have just read that my direct debit for electricity is going up from pound33 pound40 when i am pound144 in credit why as ir is the middle of winter when i am that much in credit is my bill going up,INT-sv1appin06-1453231009238-236793,Billing & Payments,Billing & Payments,0.413993999601
afternoon  i have recently closed my account and am awaiting a refund i also note that my postal address is incorrect and am concerned a cheque may have been sent to the wrong address,INT-sv1appin08-1453212987493-234038,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.34322748429
rayi recently transfered some balance to pay my bill wch was due on the 4th of ts monts ts just due to a delay in the payment processing it shows that the payment has been posted but it shows that the available balance is still not the max,ID665481415,Billing & Payments,Billing & Payments,1.80798170908
im on benefits would i qualify for help with winter payments,INT-sv1appin07-1451389335147-73681,"Discounts, Offers, Promotions",Billing & Payments,1.08297884872
i need to cancel an order i just placed last night order xxxx-xxxx-7098 xxxxxxx ok yes ok thankx,INT-va1appin08-1445113728376-45647,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.930814574711
is there a problem with your web site  i cannot log in,INT-sv1appin06-1452526305017-165928,Account Management,Account Management,0.675057974699
who can i call now to get a repair work order started so my phone will work tomorrow,ID1020100898,Product or Service Quality issues,Product or Service Quality issues,0.400066461088
how do i add new payees to present payees,INT-va1appin07-1437161248572-23110,Billing & Payments,Account Management,0.5489492714
is there 24 hour cover for the house what about burst pipes and radiators out of the hours you mentioned,INT-sv1appin09-1453142512312-227063,Product or Service Quality issues,Purchase Pricing Enquiry,0.396057069981
may i apply for thankyou rewards,ID1191182061,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.898450198628
i have a mm account with you nd i received a notice that it is being rolled to a gh yield mm account and i need to redeem my points where do i do that  i didnt know i even got points,INT-sv1appin09-1436892542537-69159,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.1067494564
 tiffany ts is jameela i need assistance updating the address we have on file for our business bank account please,INT-sv1appin08-1438127270137-87262,Account Management,Account Management,0.803714782404
it is not a dsl problem  its a problem with the phone  it switched to pulse dialing and i cant get it back to touch tone,ID1019347478,Product or Service Quality issues,Product or Service Quality issues,0.622079282177
ok my sony chase card is now capital one i want to know what the balance is the account  was ,ID664284073,Billing & Payments,Account Management,0.231141697249
 i have two credit card accounts with capital one  and  both have been paid down to zero for some time i noticed that a   charge t the account on may th from yahoocom i dont know what ts is for how do i go about disputing the charge,ID619432919,Disputes,Disputes,0.492990743271
 i just want a telephone number so i could call te set up a new  _end_ i already have gas and electricity but i just move and i dont know where to  _end_ perfect  ,INT-va1appin08-1453917505210-63728,Complaints,Complaints,0.266107108557
 i want to know when i can pick up my order xxxx-xxxx-4578 i ordered it on 108 and the status showed as spped to store can i pick up now thx xxxxxxx np sure ,INT-va1appin10-1445049974313-19784,Shipping  & Order Status,Shipping  & Order Status,0.556996726098
i am trying to book an annual service for my boiler,INT-sv1appin10-1451475528897-80529,Scheduling Appointments,Scheduling Appointments,0.320196886914
 peter i just found i have two service charge of 30 each on my account and i would like to find out what t are,ID1148106299,Fees and charges,Fees and charges,1.08338227599
 i have a homecare package with british gas i need someone to come look at a leak in my radiator as it has caused my boiler to go off it said on the phone i could register online to book an engineer but i cant seem to do that,INT-sv1appin06-1452943942345-209724,Scheduling Appointments,Scheduling Appointments,0.97511874078
boiler has a water leak,INT-sv1appin07-1451920811479-104249,Product or Service Quality issues,Product or Service Quality issues,0.342012308478
i need to book my annual service via my home care policy can i do ts online,INT-va1appin05-1452775125235-1453,Scheduling Appointments,Scheduling Appointments,0.21697191029
ts weekend i found out my card was denied because it was past due i dont believe i have ever been late in the past and was wondering if there was any grace for first time past due payments,ID598159629,Disputes,Disputes,0.601448388238
im wish to now when my account will be open to pay som gas,INT-sv1appin07-1452690320145-186310,Account Management,Billing & Payments,0.549351645545
 jennifer  i keep getting emails saying that my annual service is due but we had our boiler serviced in may  i tnk the reason why is that we have a homecare agreement now  how can i update our contract  thanks lorraine,INT-sv1appin07-1450868178868-46922,Account Management,Product or Service Quality issues,0.294737849914
checking on the colour scheme of the striped black tub chair - dont want the mulberry,INT-va1appin05-1437656033966-57565,Product or Service Details,Product or Service Details,0.668817538236
i had an email yesterday regarding my gas direct debit advising me i need to pay pound109 a month starting in feb on lookin at my account now its on track i do not want to pay anymore,INT-sv1appin09-1453211241243-233859,Account Management,Billing & Payments,1.50683947329
iam just wondering if the wasng macne you sell come with warranty,INT-va1appin05-1437510401525-45935,Product or Service Details,Product or Service Details,1.10120899334
well i set up an automatic payment to pay nissan corp on the 18th i am not sure if it was processed,INT-va1appin10-1437837110912-70215,Billing & Payments,Billing & Payments,2.07293486486
im trying to place an order and it wont go thru it keeps asking me for my credit card security card number yes xxxx-xxxx-5427 there is just one item womens estelle riding boots - black 75 my discover card credit,INT-va1appin09-1445113471623-24218,Website Issue,Website Issue,0.251774080521
i need to know how i am paying my gas and electric please,INT-sv1appin05-1453120159711-224385,Billing & Payments,Billing & Payments,0.49639667968
i tried to book an engineers visit ts morning for wednesday morning and i clicked confirm and book and then notng happened have i actually got my appointment booked,INT-sv1appin10-1453044381762-217176,Scheduling Appointments,Scheduling Appointments,1.46936578936
i would like to redeem my thank you points,ID1145853407,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.18062797103
 are you able to supply amp fit worcester bosch floor standing boilers,INT-va1appin07-1452760527885-802,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.03676132072
" i just have placed one order wch i want to cancel order xxxx-xxxx-1281 ""can i cancel it now i have paid through gift card"" xxxxxxx",INT-va1appin07-1445025504663-38495,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.37040678423
how long realistically is delivery time for josie bunk bed and mattress ,INT-va1appin05-1437413710233-36864,Shipping  & Order Status,Product or Service Details,0.473378924288
i am trying to get technical support regarding my u-verse home phone features,ID1017904436,Product or Service Quality issues,Product or Service Quality issues,1.05171902966
 i did not authorize a payment to the dish network in the amount of 22208 i only authorized a payment of 7854 i would like to report the 22208 payment as fraudulent,INT-sv1appin09-1436809340111-64535,Disputes,Billing & Payments,0.60326466866
 i have an account that is negative and would like to to do a cash advance from capital one or no hassle check to pay that debt can you let me know my options,ID664212879,Billing & Payments,Billing & Payments,0.351912672444
i am trying to register my nectar card as i have received a letter regarding ts i did give the card details to one of your colleagues maybe a couple of weeks ago but i still got ts  _end_ andrew riley _end_ 28 ip24 1by,INT-sv1appin07-1450798471883-41138,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.12555294193
i work at 11 st marys place bury bl9 0dz and am aware we have boiler breakdown cover the worcester boiler we have is not working - its a bit clly,INT-sv1appin07-1453132421149-225630,Product or Service Quality issues,Purchase Pricing Enquiry,0.298406323045
 i have had a new lap top for home and want to start using it for my bills etc but my account is linked to my works computer and email address how do i change it,INT-sv1appin07-1453144063675-227286,Account Management,Account Management,1.24233960212
all the numbers you have provided are not connecting i have tried on several phones _end_ i cant get through to book an engineer on the following numbers 08002949678 and 08459500400 and 0800048 1000,INT-sv1appin05-1452528274706-166270,Scheduling Appointments,Scheduling Appointments,0.90182952858
 i would like to make use of the boiler check service for pound7930,INT-sv1appin08-1452953631795-210294,Purchase Pricing Enquiry,Product or Service Quality issues,0.257377769313
 two payments are being processed in error can you stop these,INT-va1appin05-1437142866089-21175,Billing & Payments,Billing & Payments,0.914429193327
i have 3 accountsall signed up for paperless billing recently witn the last 3 months i have been receiving statements again after not receiving for over a year the account 8511 is now overdue because i didnt get either a paper statement or a paperless statement ts is the 3rd time i have asked about the billing process and each time t say it is fixed now i am overdue and being charged a late fee,ID666681327,Billing & Payments,Disputes,0.598922909462
my online acct seems to be blocked,INT-sv1appin05-1453145634608-227533,Account Management,Account Management,0.522777711426
" rudy--i have been trying to make a payment on my credit card for the last 4 hours but the site is always ""temporarily"" not available--what on earth is wrong with the webpage",ID1185022119,Billing & Payments,Billing & Payments,1.15219887976
when i open my reward checking under my acc there is credit card and under that is that notic,INT-sv1appin05-1438183870397-91160,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.526349746951
dear poppy i need an engineer to attend our boiler the diverter valve was changed 4 weeks ago but the system is not working again the address is 12 alverne bulidings penzance tr182 rr tel 01736368313 also i want to book a gas safety certificate for a property i own next door at number 11 alverne buildings please can help,INT-sv1appin10-1453226210593-236070,Product or Service Quality issues,Scheduling Appointments,0.257624678255
do i need to call to have my rewards points moved from my checking account to my visa rewards,INT-va1appin05-1437134263473-20457,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.943710418541
 the citibank in the city i live has closed i need to close my account how would i go about that,ID1188952286,Account Management,Account Management,0.76376404622
as per your ad about half price sale i would like to do know more,INT-va1appin10-1452775851606-1482,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.14184335692
 i am looking at getting the annual cover for our central heating boiler when would you carry out the first annual service,INT-sv1appin07-1451821756331-99111,Product or Service Quality issues,Product or Service Quality issues,0.373383668829
i want to register online for our electricity bills  i  want to be sure i am on the right web page because it is asking for my home care number,INT-sv1appin05-1452695370041-186849,Account Management,Account Management,0.387796280925
how do i get thankyou points,ID1204750806,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.2214238392
trying to check account online,INT-sv1appin06-1452527717389-166179,Account Management,Account Management,0.662919531233
good we are not receiving statements and we just accessed our acoount there is a  charge we are not sure about and we could be technically late we need you to forego late payment chareges,ID615592433,Disputes,Disputes,0.426532177227
 there can you tell me what a one of fee is for boiler repairs,INT-sv1appin09-1453051264963-217855,Product or Service Quality issues,Product or Service Quality issues,0.301405615727
will i still earn nectar points by being with british  _end_ even if i am not registered for an on line account,INT-sv1appin05-1451305104478-66308,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.40806073819
i was wondering if there is a payment that i have pending from 9-9 when will it release that payment,ID1192402949,Billing & Payments,Billing & Payments,1.66702240049
iam trying to reset password online,INT-sv1appin05-1453208701961-233608,Account Management,Account Management,1.52768021868
and it is not showing in my online banking,INT-sv1appin10-1438260581211-96423,Account Management,Account Management,0.426215561932
 i was charged a late fee for sept and made my sept payment at the end of august please reverse the late fee,ID666239695,Disputes,Disputes,0.550148800234
i had set up a future transfer for ts credit card and it looks like the credit card number has changed since,ID1206940081,Billing & Payments,Account Management,0.368795605158
i have a payee that i make an automatic payment to but i am making two payments per month instead of just one how do i change ts to make the correct payment,ID1190582207,Billing & Payments,Billing & Payments,2.28019009934
  im mateusz banas you send me bill one week ago 509 pound whats ts can you tell me how is ts possible with me any bills you send in when i do not live there  _end_ i dont live there 2 yers ago my last bill i have 240 and you tell i can pay ts  to pay in installments for 80 pound and i pay everytng _end_ mateusz banas e-mail-ponadprawemvppl,INT-sv1appin05-1453205191404-233328,Billing & Payments,Billing & Payments,0.779737638318
ts is laura hall im trying to figure out how to redeem my rewards online,INT-va1appin06-1437237643949-26996,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.856879271089
okwhen would the first payment be due,ID665473882,Billing & Payments,Billing & Payments,1.80301312824
i ts is colleen id like to close a checking account  can i do that online,INT-sv1appin08-1438356347717-102762,Account Management,Account Management,1.73688465431
i need to setup a account,INT-sv1appin06-1452694099464-186704,Account Management,Account Management,0.93634160634
  i want to link my us and hong kong accounts,ID1205699791,Account Management,Account Management,1.22032980311
i just want to ask some questions in relations to boiler costs,INT-sv1appin08-1453123103678-224576,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.943180386835
i am currently not eligible to link external accounts is ts because the type of account i set up with capital one or is there another problem,INT-sv1appin07-1438110386758-85442,Account Management,Account Management,1.51544121735
 ive just moved into a new house and i need the boiler and electrics serviced,INT-sv1appin06-1453191058991-232383,Product or Service Quality issues,Product or Service Quality issues,0.55514260073
was charged by citibank but an additional 10 charge was made on the transfer fundsthe funds delivered were 49990who charged 10 and for what om saini thanks,ID1189001069,Fees and charges,Fees and charges,0.450174964743
i have an order for the boiler to be fixed,INT-sv1appin08-1453225434259-235939,Product or Service Quality issues,Product or Service Quality issues,0.274486010652
my previous username got locked out and had to create a new user name can i transfer previous recurring pym and payee to my new username,ID1105291954,Billing & Payments,Billing & Payments,0.500558553183
 i would like to dispute it - how do i go about it,INT-va1appin06-1437580702461-51467,Disputes,Disputes,1.18905357256
i just need help updating my current address,INT-va1appin09-1437749236320-65682,Account Management,Account Management,0.877258148697
yes the reviews are confusing me it quite clearly states in your detaild it is solid pine but the reviews say different can you help,INT-va1appin10-1437466622735-41810,Product or Service Details,Product or Service Details,0.547899224548
i need my costomer  _end_ benjamin tegg  _end_ 13 green close batley wf176ng ,INT-va1appin08-1453749775717-44504,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.267925338421
need status asap on email  juust received on my case number h00599795 was completed i need to know what the status is on ts case  i was on the phone the other day for digitsnit5 hours and was supposed to get a call back  didnt get call back   very maddddd,ID1015723206,Product or Service Quality issues,Account Management,0.306140909494
i am well thanks  i am interested in getting a new card design < what do you have to offer ,ID613821072,Warranty & Repairs,Warranty & Repairs,0.43546683207
need to link my credit card account with my checking and savings account so that i can pay my credit card bill from the app,INT-sv1appin08-1438349573545-102182,Account Management,Account Management,0.233461367971
 i just want to edit a line of my address but cant see how to do that online,INT-sv1appin10-1451393412544-73790,Account Management,Account Management,0.832441105962
i am looking for a blow up bed single,INT-va1appin07-1438679116793-89430,Product or Service Details,Product or Service Details,0.535073217883
" order xxxx-xxxx-6011 ""i bought two card but i received the same codei just can redeem 25"" please help me thanks a lot xxxxxxx",INT-va1appin08-1445002585484-34957,Shipping  & Order Status,Shipping  & Order Status,0.317469713818
 can i participate in online payment with my bank card,ID1208091023,Billing & Payments,Billing & Payments,1.31183343366
i am looking to find out if i qualify for a smart meter upgrade,INT-sv1appin05-1452085364674-120966,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.05050629392
i have transferred all the funds from my account with you and id like to close it out,INT-va1appin07-1437165267723-23519,Account Management,Account Management,1.23738545763
the address on my accounts is wrong i didnt request ts address change ts is your error,INT-va1appin08-1437752992315-66034,Account Management,Account Management,1.15390966196
 lee  i am trying to obtain a credit refund online from my gas and electricity account but the service isnt avalailable,INT-sv1appin06-1452687677864-186151,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.885780246361
i was late on the payment of my capital one card and entered a payment on 9262011 that returned because i had not updated my bank account information i have corrected that just now and submitted a payment of 00 can you please have me removed f,ID665399667,Disputes,Billing & Payments,0.533203809453
 there i cant register online could you please register me and send me pwd so i could login and submit my meter readings,INT-sv1appin05-1452704090515-188174,Account Management,Account Management,0.762208397832
i made a wrong payment last week i went to the local citibank to cancel it and it says the payment will be canceled to day but i checked no money was refunded even thought i recieved a msg saying ts case has been solved,ID1208720186,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.716275709042
ive forgotten my password,INT-sv1appin06-1453030789158-216365,Account Management,Account Management,1.46695461858
 charlene i have 1200 in points can i apply that to my current amount owed on my citi mc,ID1189239920,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.851448650809
 aden isnt there a promo going on today that i can save 25 if i spend 100 there is a coupon code toys25 or sometng like that i already used it once online but my question is can i only use it once yes thats it,INT-sv1appin05-1445201219965-1077,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.284524563085
 ashlinhome phone not working,ID1016521819,Product or Service Quality issues,Product or Service Quality issues,1.2858431875
 am trying to access capital one directly through quicken  when setting up a new account i can choose capital one bank - afterxxxxxxxx-13 closest to capital one bank but it does not recognize the login name and password that i use to access my account on your website,INT-sv1appin09-1438308768144-100199,Account Management,Account Management,1.3973683188
need to find out how to access my miles before i lose them,INT-sv1appin07-1436803280251-64012,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.336754062984
my name is esther and i would like to cancel my credit alert plan that i pay   a month ,ID618031304,Warranty & Repairs,Warranty & Repairs,0.228597448202
"why cant i have ts item spped ot me in georgia altra storage bench - espresso im not trying to sp it to a po box or an of those other places ""well i just tried it again and it took it the error had been that it could not be sent to a po box or georgia"" ""its been ordered now i dont know why it didnt work the first 3 or so times that i tried to do it anyway nevermind """,INT-sv1appin10-1445180827844-521,Shipping  & Order Status,Shipping  & Order Status,0.328768599709
can i redeem and transfer my credit card reward to my checking account,INT-va1appin07-1437162833793-23276,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.02045743242
 srinivas i have two different properties at different addresses both are with british gas is it possible to manage both these accounts online using the same email address but a different password,INT-sv1appin07-1452626424365-179492,Account Management,Account Management,0.910000124403
i would like to get homecare cover for,INT-sv1appin10-1453197883217-232801,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.414051816556
i have a note saying my account is blocked apparently i need to pay an overdraft fee do i need to mail it in or can i pay off the web site,ID1097244393,Account Management,Billing & Payments,0.457369010135
   ts is kyung kim      lookinf]g for redeem miles for travel what is the url for it ,ID618063702,Warranty & Repairs,"Discounts, Offers, Promotions",1.95267236646
 my name is sebastian customer number is 851003776864,INT-sv1appin08-1452709674297-189027,Complaints,Account Management,0.441901806954
i am having problems when i have changed the email address i have received 2 emails to reset the password and still unable to access the account,INT-sv1appin06-1452613874902-177230,Account Management,Account Management,2.27624739519
i would like to book aservice appointment,INT-sv1appin05-1453133766947-225827,Scheduling Appointments,Scheduling Appointments,1.18397044937
i would like to buy a 1999 apollo tool 39 piece general do it yourself tool kit and have it delivered to the local gainsville va store can i do ts and not have to pay spping ok is that option in the check out thanks,INT-sv1appin10-1445196380287-939,Shipping  & Order Status,Shipping  & Order Status,0.952715062997
i want to enquire about changing my homecare 200 to homecare 300,INT-sv1appin06-1453231638558-236889,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.579837307131
 your service engineer came to fix heating and water ts morning it has now gone off again,INT-sv1appin10-1453230053399-236641,Scheduling Appointments,Scheduling Appointments,0.672309591951
what price is homecare 400 with zero excess,INT-sv1appin06-1453046046373-217334,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.09757119605
1 am looking to replace a new boiler is it possible to get a rough quote over the phone and do i pay for time as wells the boiler,INT-sv1appin10-1453031448929-216387,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.752991486569
 am looking to get boiler and heating cover pleaase,INT-sv1appin06-1453221969557-235409,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.68694892756
leaving abroad does mean some worries how are fees charged by citi when using my debit card in any non-citi atm,ID1143984341,Fees and charges,Fees and charges,0.872089946861
i am planning to make a payment for dcu visa credit card from my citi bank account,ID1208094844,Billing & Payments,Billing & Payments,0.760883057397
 linda - i mistakenly set up my order for delivery instead of store pick up can you tell me when my delivery is expected to arrive thats not what i intended to do  xxxxxxx looking for order  xxxx-xxxx-0661 any way to turn that into store pick up,INT-va1appin09-1445114813421-24361,Shipping  & Order Status,Shipping  & Order Status,0.78997429031
 there question about some atm fees on my account on march 31st there is a foreign fee of 773 i used a citibank atm in hong kong so im not sure why there is a fee,ID1099922786,Fees and charges,Fees and charges,1.30655860976
" vinson how do i use the 10 off toys purchase of 50 or more online its in todays ad it says offer at target or targetcom page 19 ""so its not on all toys only certain toys"" ok thanks",INT-sv1appin05-1445203549189-1132,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.283668498948
 im having trouble using the 25 off of 100 or more toys when im shopping online i cant find a promo code sure its the anki overdrive starter set actually anki overdrive starter kit not at all the link that you sent me is for the corner kit ts should be the starter kit httpwwwtargetcompanki-overdrive-starter-kit-a-xxxx-xxxx-08prodslot=medium_1_5term=anki+overdrive+starter+kit,INT-sv1appin05-1445173357543-363,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.527736683124
im looking for a undercounter black fridge,INT-va1appin05-1437757683144-66444,Product or Service Details,Product or Service Details,1.02283116616
i am after a black 7kg wasng macne with 1400rpm and rated at a+++,INT-va1appin10-1437737969015-64811,Product or Service Details,Product or Service Details,0.763814707942
 i need to know how to stop an automatic withdrawal from my checking account,INT-sv1appin09-1438298133161-99441,Billing & Payments,Billing & Payments,0.336658033518
i want to change my adress as it is now is wrong,INT-sv1appin08-1453215148231-234356,Account Management,Account Management,0.229007194409
"i have a question i have 500 target coupon off 2 loreal product can i use it online on online purchase "" khlod"" ive added 2 loreal to my cart but wanted to know if i can use a target coupon from your online coupons on ts purchase ""no target coupon"" it is on your online target coupon site",INT-sv1appin05-1445208032524-1228,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.791216359311
 i would like to know where my 350025 refund is from the university of la verne processed at 1208 pst,ID1097402469,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",2.56089939572
i am unable to reset my password,INT-sv1appin05-1453050480748-217770,Account Management,Account Management,1.5705601362
can i use my nectar points to pay online,INT-va1appin05-1437913009990-72912,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.90536330552
i would like to link my new citi aadvantage card to my bank accounts good afternoon to you too,ID1204557712,Account Management,Account Management,1.17913723705
i had a balance last month now t say i owe  ,ID618601580,Disputes,Billing & Payments,0.259559025455
 marvin i would like to close both my savings and checking account since those accounts has little to zero money in it please let me know i should go about ts thank you,ID1200903127,Account Management,Account Management,0.95377722732
to be honest im not sure if my cardaccount is a reward card ive signed up with capital one credit card to accrue mileage upon purchasesis there a link to the rewards transfer page on the capital one site,ID663347348,Warranty & Repairs,"Discounts, Offers, Promotions",0.597347067323
i was unable to make a payment my vecle broke down and i had to pay 00 to have it repaired i will be on time with my payment next month,ID669576300,Billing & Payments,Billing & Payments,1.58336813986
i have a transaction i did not authorize,ID1188050399,Fraud,Disputes,0.455242944472
 im looking for landlord boiler cover wht do  _end_ boiler  _end_ yes do you do an annual service,INT-sv1appin05-1450796929290-40931,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.800047168407
my bill says i was issued a refund on 13th januarydoes ts go into my bank account,INT-sv1appin05-1452937302727-209437,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.66981574419
so i recently tried to redeem my points by getting an amazon gift car,INT-va1appin09-1437663617702-58414,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.35726626829
im trying to pay my bill online but im getting an error that my online account is  _end_ customer ref 850053940530  _end_ mobile 07780 479 429 name trukumaran truchelvam address 18 park close kingston-upon-thames kt26,INT-va1appin05-1453391495455-11098,Billing & Payments,Billing & Payments,0.321380840704
thanks im trying to sign up for online banking,ID1207144782,Account Management,Account Management,0.667144083959
what would my payments be,ID664240982,Billing & Payments,Billing & Payments,1.08297884872
how can i book a service appointment,INT-sv1appin08-1453198094438-232805,Scheduling Appointments,Scheduling Appointments,0.987063000029
i am trying to change my password online password and keep getting a message that my password does not meet the guidelines my current one does not but the new one does,ID1205288391,Account Management,Account Management,1.96608406407
i just made a payment of 00 on my account what are my options of bringing ts account current i obviously cannot make a minimum payment of 00 at ts time,ID668671631,Billing & Payments,Billing & Payments,0.507485622856
ive been a long customer of capital one and just had an unpleasant experience with a mortgage specialist,INT-va1appin08-1437930909214-73649,Billing & Payments,Account Management,0.232818791017
 im interested in taking advantage of the half price offer but if i book an appointment today i will miss it i guess,INT-sv1appin08-1453129118652-225209,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.528502660416
 last month i had called about preventing monthly service charge i was told day to day saving account would be opened and money would be transfered there so i dont get charge for service fees still i see 30 dollar charge in ts month,ID1149954957,Fees and charges,Fees and charges,1.62251175045
"i want to know how come i have to pay a membersp fee every year when i have been a customer since the late ""s",ID616015545,Disputes,Disputes,0.630987326615
i ordered a fragrance online and i was wondering when it should arrive i ordered it on friday about 4 pm yes xxxx-xxxx-5919 is the order number and my email address is xxxxxxx thank you i appreciate your help,INT-sv1appin05-1445211661583-1301,Shipping  & Order Status,Shipping  & Order Status,0.436531924349
