Client,sessionId,lineNum,lineText,lineBy,L2,L3_old,L3,issueLine
British Gas,INT-sv1appin06-1452881444412-204590,1, shad  i wants to register my nectar card  i loged in online but i cant find any link to register it can you please help  ###_END_### jayeshkumar panchal 85 10 04 14 99 94  192 empire court north end road  wembley  ha9 0 ###_END_### ok,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin06-1452883572872-204899,1, we are looking for landlord boiler cover for one of our ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin06-1452941067597-209597,1, we moved into a new home and we would like to have gas and electricity supplied by you what do we need to do ###_END_### im not sure how do we know that ###_END_### 18 harbledown gardens margate ct9 3,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin06-1453041093127-216936,1, ###_END_### am currently a british gas customer ###_END_### i have a prepaid top up gas and electric meters,2,,Purchase Smart Meter/Enquiry,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin06-1453042516251-217040,1,i have 8213 nectar points but it has not been added to my nectar balance how is ts aceved ###_END_### i have not used chat before> do you answer on line and how long does it  ###_END_### is that it> ts is not a satisfactory answer how do i aceve an increase in my nectar balance,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin06-1453047071515-217434,1, ###_END_### i was looking to purchase a landlord pro  ###_END_### so if i purchased the package today,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin06-1453144397609-227347,1,i came home to find out that i dont have any electricity i moved in just before  ###_END_### sylvie picard 132 swale avenue pe4 7 ###_END_### 07902668246 260167 syl_picardyahooco,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin06-1453212246983-233975,1, i am looking to take our landlord cover can you let me know when the gas safety check can be done and when the certificate can be  ###_END_### wf16 9 ###_END_### ok ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1450798471883-41138,1,i am trying to register my nectar card as i have received a letter regarding ts i did give the card details to one of your colleagues maybe a couple of weeks ago but i still got ts  ###_END_### andrew riley ###_END_### 28 ip24 1by,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1450800382654-41402,1, my name is sandra i am trying to register my mums nectar cards for her to receive her nectar points she is in her ninety years  ###_END_### she would like some one to register her card as there is quite a few points  ###_END_### no i am not but she is staying with me over ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1450802096117-41650,1, have recently received a letter from you regarding nectar points i havent asscoaited my email with my account beforewhat do i need to  ###_END_### how do i do it on line - i cant remember my account  ###_END_### meyer 22 langborough rd wokingham r40 2bt 26828,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451227721292-62782,1, ###_END_### yes i just wanted to know what the nectar changes ###_END_### to your account will be,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451389335147-73681,1,im on benefits would i qualify for help with winter payments ###_END_### cld tax  and hb also cld  ###_END_### how do i claim pls,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451406239762-75119,1,i have just moed to a new place and would like to put the bill on my name ###_END_### flat 8 25 queens gate gardens sw7 5 ###_END_### eliane alves ,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1451562977726-86801,1,please can you advise how i can redeem nectar points that i have saved against my homecare account,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451739094821-94774,1, i only use the home top up service am i able to register my nectar card with you - if there are any benefits   ian ###_END_### ok thanks i had a letter from bg advising me of the new rules but i am only registered with the home top up service not with the bg home site thanks anyway happy new year ###_END_### cheersbye,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451826917113-99190,1,i am struggling to submit my meter readings i enter the numbers and click then i enter my nectar card number and notng happens ###_END_### thank  ###_END_### russell scott-wortngton,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1451921075918-104289,1, i am looking for landlord insurance for my heating content and also rental income protection is that possible,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1452266545970-143254,1,could you tell me how many nector points i  ###_END_### thank  ###_END_### mr r ronald jones17 davena drive weoley castle birmingham 29 xxxxxxxx 2332,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452506857287-164084,1,good morninmg shabnam i have a bg account but i cant find a way to register my nectar card plz can you help,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452513910976-164504,1,i need to reg my mothers nectar card to her gaselect accoung but it wont let  ###_END_### mr  mrs s and n brown ###_END_### 11 st pauls ter,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452523240003-165423,1,i am trying to find out what has happened to my nectar points and how you are going to let me have them in future i have tried to find out on your website but there are only complicated adverts wch i dont understand please clarify ###_END_### as above ###_END_### what does runscriptvoido mean,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452524437867-165611,1,good afternoon ###_END_### if i set up an account with british gas and pay for a landlords afety check and cert can bg liaise with the tennant for a time to visit ###_END_### cool so all i would needto do is set up an account pay for the check then give the tennant a reference number,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1452530987629-166795,1,what is the access on the  landlord pro cover please ###_END_### what is the price with no excess please ###_END_### ok thanks for your ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1452602650734-175781,1, looking for landlord boiler repair and cover ###_END_### what is best deal you  ###_END_### w4 3,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1452623217235-178891,1, i have an account and i tnk ive signed up using a nectar card but ive put the wrong details in because the nectar account now belongs to me so i want to change it so i can get the points ###_END_### please can you help me adjust ts ###_END_### ive got 2 customer references do you need them both,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452794401840-196539,1,i want to change my nectar card number can youi do ts for me ###_END_### david drummond ###_END_### 3 samoa terrace,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1452870532129-203168,1,i am looking at landlord cover i have 10 properties the first package i looked at says max 9 properties wch packages are eligible for me please ###_END_### yes please i am only looking at the cover at the moment but it is hard to make a decision if i dont have prices my number is 07960696018 ###_END_###  yes its rosemary ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1452879971535-204376,1, i have just started renting a new house and there isnt any electric to the  ###_END_### no it said register for an online account on your website when i was looking for information on what to do so ive only tried that ###_END_### should i ring them up,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1453054772309-218212,1,i have just moved into a new property and need to register with british gas - t are the current supplier for gas  electricity for the property ###_END_### can you let me know what we need to do  ###_END_### 25 balmoral road da4 9,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin07-1453130210697-225333,1, im unsure if i should be re-registering my nectar card due to the  ###_END_### yes ms fiona boyle 6 links crescent troon ka10 6ss i do not have a ref no to hand - can find one if i have to ###_END_### 4355 01292315035,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1453131446116-225496,1, trying to help a friend change from a pre pay meter with yourselves to a monthly dd payment plan she ha been a customer of yours for 41 years she isnt computer literate at all and doesnt know where to start  at present she is paying 70 a  ###_END_### no ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin07-1453138394208-226481,1, i need help i dont now why you are not taking money from me ###_END_### bd211qf ###_END_### 1 parklee ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin07-1453146332918-227623,1,we signed up to the fixed reward feb 2016 dual fuel but we still havent received our amazon  ###_END_### james hay  ref 851003020237 and 15 redpath crescent galasels td12 ###_END_###  are you still there,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin07-1453206158197-233393,1,i am trying to find out if you supply my electric ###_END_### 4 oakwood farm ###_END_### vigo road,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1451306295850-66329,1,good  ###_END_###   anoop  hope u r fine sir ###_END_### well  i need some help about my nectar ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451317014192-67256,1,i thought i had registered my nectar card with british gas but when checking i am unable to accessmy  ###_END_### my address is 31 dunvegan gardens livingston west lotan eh54 9er phone number is 01506465418 my homecare number is 910012882304  ts is for homecaare agreement but iany letters are addressed to mr and mrs nicholson with no first names ###_END_### my full name is mrs yvonne margaret nicholson,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451664717876-92018,1, i am thakur gurung how to collect my nectar card from  ###_END_### yes i  ###_END_### 850e+11,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451725296451-94627,1,good morning farhan i had a letter recently about the way british gas [bg} is changing its relationsp with nectar and suggesting i register for an on-line account an on-line account with whom nectar or bg i am already registered on line with both organisations ###_END_### simon nicholas carter simonncarterntlworldcom 86 00 15 55 88 17 71 mark hall moors harlow cm20 2nf  nectar 9826300068042854011 ###_END_### it takes more than 60 seconds to locate all that information,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451730372136-94673,1,i wish to check if my new nectar is registerd with ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451905746270-103181,1,how do i spend my nectar ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1451930197589-105873,1,trying to find if we have any nectar points we have never claimed them ###_END_### timothy james walmsley 30061958 91000523985459 bennett lane dewsbury wf12 7 ###_END_### can you also check if an upto date agreement has been sent out if so can it be sent again we have missed placed it,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1452173217582-131840,1,just buying a house to rent out  looking at landlord pro package  bit complicated  does it include electrical safety check and pat testing or are these  ###_END_### ok  29 hebden ave bredbury sk6 1eh  3 br semi- ###_END_### thanks  how much for smoke alarmsco alarms fitted,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1452262448556-142653,1,im looking at landlord products and wonder whether gas fires are included ###_END_### how much extra would that be ###_END_### okay thanks and if anytng is found on the initial inspection how is that dealt with for example i suspect there is a blockage in the gas fire flu wch is why i asked about that,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1452523050259-165390,1, i just move in a new house and want to sign up british  ###_END_### 18 picton road liverpool l15 1 ###_END_### british ,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1452699518413-187428,1,we had a new boiler fitted ts summer our homecare no is 910001610054 i am trying to set up an account so that i can collect  nectar points please advise how to do ts ###_END_### my full name is mrs diana bess dob 1971935 nectar card no 9826300066583515025 ###_END_### i dont tnk so - but thanks for setting up the ability to collect nectar pooints for me,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1452700539961-187592,1, ###_END_### i just bought a new place and i would like to set up a gas and electricity  ###_END_### im the new owner and i tnk the former tenant canceled the plan but maybe you can confirm ,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1452936802719-209407,1,i have received my bills via email and my dd payment for gas has jumped from 78 to 23036 and electricity from 48 to 7406 ts cant be right  ###_END_### dr alice bird 8 grammar school court l39 4py alice_birdhotmailco ###_END_### thanks very ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin08-1452950030350-210014,1, i have just noticed that i made a mistake when submitting my last gas meter reading it should have read 07 and not 08 ###_END_### robert eldridge 22 wantley ll estate henfield west sussex bn5 9jr  robkaren22skycom ###_END_### yes although as of today my meter reading is 07807,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin08-1452951782512-210147,1,i am looking for landlord boiler central heating and boiler servicing  it is for a  ###_END_### yes please ###_END_### do you cover post code g83 0,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1453105997343-223510,1,already a customer but wish to go onto the landlord essential plus package as i dont really need plumbing and drainage etc,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1453125410299-224792,1, im looking for landlords boiler ins ###_END_### does your policy cover breakdown of central heating boiler and unlimited call outs ###_END_### wch package is that,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1453134222859-225880,1, my housemates and i recently received our first bill but the bill period is dated from before we moved into the address we were wondering if ts has had any impact on the price of the  ###_END_### yeah i believe one of my housemates signed up  ###_END_### oh no she rang them actually my ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin08-1453140082418-226715,1, i am looking for landlord  ###_END_### i can see on here for 1705 does it do gas safey  ###_END_### means t will come and do boiler ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1453193817429-232545,1, gemma me again  ###_END_### landlord pro package ive gone to select it at 3030 ###_END_### but right at the end it comes up as ts  pay for your landlord basics  cp12 packages,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin08-1453203385643-233180,1,sandra stevens  15 ex20 1bb 31 01 1957 i had an account with you there i am no longer at that address but was trying to find out what nectar account my points went into wle i was with  ###_END_### thats great thankyou,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1453203757265-233208,1,i dont know if im getting my nectar points do i have to have an online account ###_END_###  ###_END_### thank you its 49 godstone road twickenham tw1 1jy,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin08-1453206755304-233443,1, i have been getting a message to ring you about my nectar card ###_END_### im harinder  ###_END_### miss harinder sehmi 284 a ig5 0sa151163,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1450785176450-40048,1, there as im already registered for the nectar points i take it i dont need to re-register as your changing the way your nectar  programme is  ###_END_### so can i just check out what points ive got and spend them  were do i find out when ive got to use them before losing them ###_END_### ok thanks have a nice ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1450810001235-42842,1, how do i register my nectar card,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1450863538573-46857,1, manoj - we moved to a new supplier recently and received our final bill from you wch came to 99p i normally pay online but when i try to pay the final bill it tells me that minimum online payment is 2 can you tell me what my options are for paying you many thanks ###_END_### great stuff - thank you ill do that nowthanks ###_END_### and to you bye ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin09-1450891173555-48867,1,thankyou are we registered for nectar points as before no xxxxxxxx 62181315033 ###_END_### 850021273023 mrs jeannette jackson 30 dents close letchworth herts sg6 2tp  pijjdjhotmailcouk   no mothankyoubile no ###_END_### thank you happy ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1451143787491-59069,1, arjun ###_END_### merry cstmas to you ###_END_### yes i want to register my nectar card but having problems with it can you help please,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1451389623305-73696,1,  ###_END_### i currently have a consumer care cover with you and i will be renting out my house as o f  ###_END_### i am looking to have care cover for landlords ins fead of my current residential package,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1451818567332-99091,1, i used to have have a homecare cover with bg earlier and would like to get a quote for just the boiler cover ###_END_### yes that will be  ###_END_### i have a query on my nectar points accumulated would you be able to assist,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1451834717607-99500,1,i registered for nectar points how do i check what points i have ###_END_### homecare no 910007856200 ###_END_### mr and mrs prince 15 newlands park drive yo12 6,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1451903146454-103139,1, there im looking at a landlord pro policy do you know if ts includes roofing security pest or 1st year boiler cover ###_END_### ok - thank  ###_END_### so does it include a boiler service,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1451915524742-103592,1,how do i get my nectar points from you onto my nectar card ###_END_### what do you mean by used your account ###_END_### we always send meter readings online,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1451917874790-103845,1,we are looking at the landlord packages we have a tenant for our property and was wondering if we sign up do you do the landlord gas cert straight away or after the year ###_END_### okay in regards to the electrics do you do a check on these at the start ###_END_### ts is for the pro ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1451985882609-111103,1, looking around for landlord boiler cover ###_END_### needs to start  ###_END_### not keen on ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1452179796659-132745,1, i have nectar point of 2947 as at feb 2015 what can i use these point for,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1452342352645-150993,1, do you still get nectar points for homecare ###_END_### i have just taken out cover and would like to register for nectar points - how do i do ts ###_END_### i took out cover just now online and cover started immediately is there any way to get cover to start on 15 jan instead,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1452444862463-158218,1,mike  ###_END_### i would like to add my nectar card to my account but im unable to find my account number for british  ###_END_### im 07971803253 my email mikemegoatgmailcom my dob xxxxxxxx my address 27 trent road redcar yorksre ts10 1,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1452511432308-164370,1,i am registered with my nectar card do i get points for paying my gas bills ###_END_###  ###_END_### thank you,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1452531747511-166943,1, i am interested in the landlord pro cover although my letting agent has had the boiler serviced and a cp12 certificate obtained today by a local company i would like landlord pro cover for the next 12 months without the ###_END_### cp12 and service,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1452626121429-179448,1,can u tell me wot pins i have nectar will b  ###_END_### i just wot wot pins i have willbritish gas on my nectar  ###_END_### ok,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1452943148981-209685,1,do i need to re register to receive nectar points ###_END_### i received a letter suggesting i would do i just carry on as before to receive nectar rewards ###_END_### no ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1453109731655-223744,1,apparently i still owe money for gas and electricity of a property i moved out of well over a year  ###_END_### peter unwin xxxxxxxx 07860123961 peteunwin79gmail ###_END_### but i dont understand why im still paying when that is no longer my address and hasnt been since mid 2014,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin09-1453113029964-223960,1, ###_END_### i received a letter about ddebit payments and have two follow up enquiries ###_END_### the letter states that you missed a payment on the 20th of november due to an error on your side i was not aware of a payment due can i get an explanation of where ts came from,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin09-1453124429257-224708,1, just need to register my new nectar card to my account cant do it on line as i have a pay as you account ###_END_### prepayment  ###_END_### i have done that but wont let me register nectar ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin09-1453134276876-225897,1,to reduce my elec bill from 17969  i am disabled and carnt afford ts big bill every month please help me beatrice ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin09-1453219867236-235063,1,i wish to add my electricity to ts  ###_END_### david jackson williams ###_END_### 46 winnington lane,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin09-1453220758685-235207,1,tom  ###_END_### im not sure ive given the correct kwh ive lifted them from my most recent  ###_END_### 130 alness ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin09-1453224310012-235774,1,i am already with homecare 910001808154 and have received my renewal that i am unhappy with on comparing on the internet i can get a similar service considerably cheaper ###_END_### mr m browett 7 wymersley close great houghton  northampton nn4 7 ###_END_### no as on looking on line i can get a similar cover to one i have now for a better ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin10-1450809141119-42711,1,where are my nector  ###_END_### please give me my nector points never had  ###_END_### jomadden,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451318300285-67456,1, i had an account with british gas and collected nectar points but i cant find what card these were attached to my account with british gas is now closed can i found out where my nectar points have gone ###_END_### helen broadhead 68 harley drive bramley leeds ls13 4qz ###_END_### i dont have a reference ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451485578678-81029,1, my name is christine i have a account with british gas i also have a necter card and should have been receivng points for the last year should i have registered my card can it be  ###_END_### do you require any details ###_END_### i dont mean registar with nectar i mean yourselves in order to receive ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451494574082-82173,1, im trying to enter my nectar card  ###_END_### i dont have a customer reference number ###_END_### michael barbrook ive never given my dob address is 5 heol y cwm cf831,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451496418348-82444,1,i am looking at your landlord pro package ###_END_### as part of the landlord gas safety check and certificate is ts for boiler only or does it also include gas cooker and fire heater,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1451561152351-86780,1, khatib ###_END_### i dont have an online account with brit gas but would like to link with nectar  ###_END_### 910e+11,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451561436330-86783,1,i cant submit meter readings on your website ###_END_### it asks me for me nectar card number instead but the page does not work ###_END_### i tnk ts has been broken for a wle,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451563909328-86828,1,good afternoon sam the nectar registration form on ts page does not recognise my british gas homecare number wch is 910006168024 ###_END_### yes i received a letter from british gas recently requesting me to register for the revised bg nectar programme ###_END_### robert stephen bellingford 1 morland avenue croydon surrey cr0 6ea 28 february 1936,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1451915985600-103633,1,  im looking at your landlord pro  but at the min my tenant just called wityh a leaking boiler  what would ts cost to repair please ###_END_### sorry not leaking boiler but losing ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1451990681516-111259,1, glenyston ###_END_### i have recently bought my home and currently im renting ###_END_### i will need to connect the services to my home but i will not live at the address only until april 2016,2,,Purchase New Gas And Electric Connection,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1452081919560-120782,1,i am not receiving nectar points despite registering my card some time ago ###_END_### 07900075683 doreen lamberton-kerr ###_END_### 6 fairfield way ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452104706437-123965,1,if we already have an online account do we have to reregister for the changes with feb changes with  ###_END_### many ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452425897269-157100,1,how do i check my nectar points online ###_END_### ok thanks,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452523174099-165421,1,i want to register my nectar card without having an online account but it will not do it on the phone ###_END_### well can you do it for me ###_END_### do you need my card number then,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452524474971-165625,1, on the landlord pro package do you excess charges apply to call outs or only to repairs carried out ###_END_### ok thankyou ###_END_### no that is all for today thanks very ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1452531494198-166901,1,do you do landlords  ###_END_### i was going to take out cf4  found that i needed to be living there it once of my rental  ###_END_### no i already have ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1452534371294-167424,1,we have homecare and i want to register my nectar card but i dont know if we already have an account set up with  ###_END_### hawthorne cottage the street upper farringdon gu34 3 ###_END_### sarah tabner 1169 sarahtabnermecom but it could be under my husband gary tabner 1860 gtabneraxiomcontractorscoukgarytabnermecom,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452536742096-167891,1, i am looking for landlord cover for  ###_END_### its only just out of warrenty and i have just had a gas cert done ###_END_### yes all good,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1452707174853-188652,1, arjun we recently moved into our property supplied by british gas we changed the account over to our name and now weve switched provider just need to query our final bill as its much gher than it  should  ###_END_### it seems that according to british gas we used 148 of energy in under a month ###_END_### in a 2 bedroom ,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin10-1452872131420-203358,1,where do i register nectar card ###_END_### card no 9826300019896771017  mrs m dovey ###_END_### house no 3 bl09,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1452946857187-209857,1, ###_END_### i just notice on my bank account that you still taking money from my account ###_END_### i want to mention that you took 5587 on 08012016 from my bank account,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin10-1452949447481-209989,1,i have made an error on my meter reading my account had gone into debit and when i have checked usage i can see that i have made an error my meter reading is 82005 not 82915 wch i entered when prompted you will see from our usage that for last month it looks as though it was considerably gher than previous months due to the error can you please put the correct reading onto my account ###_END_### thank you very much for your help my name is antonette wells the supply address is 6 windsor gardens benfleet essex ss7 3yf email address is stphw6aol ###_END_### thank you very much smit,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin10-1453104058009-223398,1, ###_END_### i am planning to go landlord pro  ###_END_### will be able to perform gas safety inspection and provide certificate at the ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-sv1appin10-1453114746728-224074,1,i cannot trace having been debited with 10498 for gas meter reading for period 041215 - 050116 ###_END_### my reference number is 850009894467 ###_END_### donald brooks and my date of birth is 24th november1932,2,,Dispute Bill Charges,Disputes,1
British Gas,INT-sv1appin10-1453119684395-224354,1, cant register my nectar card to my ,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-sv1appin10-1453217297845-234677,1,im trying to book a landlord package but the site keeps getting stuck when i ask for availability ###_END_### i need to organise a call out in the next 10 minutes ###_END_### can you help ,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-va1appin05-1452774220264-1412,1,i have a different nectar cardnumber  ###_END_### xxxxxxxx 8697276036kathleen powlay ###_END_### 1 mill ll drivebromptonnorthallertondl6 2,2,,Queries About Nectar Points,"Discounts, Offers, Promotions",1
British Gas,INT-va1appin06-1452778859477-1635,1, is there a exclusion period in new policies ###_END_### can i book a service immediately after taking a landlords  package ###_END_### drainage blocked,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
British Gas,INT-va1appin06-1452782976810-1974,1, i have just bought a new flat that i will rent can i take out homecare 200 for a rental property as a  ###_END_### i already have one thanks ###_END_### thats all thanks bye,2,,Purchase Landlords Insurance,Purchase Pricing Enquiry,1
